country,indicator_id,focal_2024_indicator_id_map,category,indicator_label_short,weight_inferred,max_score,weighted_score,raw_score,note
Germany,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,contact_log.2,contact_log.2,Contact log,Names of persons contacted and their,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,contact_log.3,contact_log.3,Contact log,Institution/department contacted,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,1,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,contact_log.4,contact_log.4,Contact log,"If a meeting, names of all attendees",1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,contact_log.5,contact_log.5,Contact log,Date,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,contact_log.5,contact_log.5,Contact log,Date,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,contact_log.5,contact_log.5,Contact log,Date,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,contact_log.5,contact_log.5,Contact log,Date,2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,contact_log.5,contact_log.5,Contact log,Date,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,contact_log.5,contact_log.5,Contact log,Date,2,4,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,contact_log.5,contact_log.5,Contact log,Date,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,contact_log.5,contact_log.5,Contact log,Date,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,contact_log.5,contact_log.5,Contact log,Date,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,contact_log.5,contact_log.5,Contact log,Date,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,contact_log.5,contact_log.5,Contact log,Date,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,contact_log.5,contact_log.5,Contact log,Date,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,contact_log.6,contact_log.6,Contact log,"Form (e.g., in-person meeting,",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,contact_log.7,contact_log.7,Contact log,Location,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,contact_log.7,contact_log.7,Contact log,Location,1,2,NA,NA,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,contact_log.7,contact_log.7,Contact log,Location,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,contact_log.7,contact_log.7,Contact log,Location,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
