principal_id	id	name	source_state	classification	legal_form	sector	contact_details_json	ceo_name	business_or_interest	lobbying_interests_prose
12783	WI-principal-12783	Wisconsin Community Action Program Association, Inc.	WI				"[{""type"":""address"",""value"":""30 W Mifflin St Ste 406\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 244-0407"",""note"":""""},{""type"":""email"",""value"":""Chayward@wiscap.org"",""note"":""""},{""type"":""website"",""value"":""http://www.wiscap.org"",""note"":""""}]"		Voluntary association of local community based organizations with anti-poverty missions, including 16 community action agencies and two single purpose agencies.	Anti-poverty programs providing tools for self-sufficiency; safe and affordable housing; rental assistance; public benefits; affordable health insurance; skills enhancement programs; food security; and entrepreneurship.
12784	WI-principal-12784	Vertex Pharmaceuticals	WI				"[{""type"":""address"",""value"":""50 Northern Avenue\nBoston, MA 20001"",""note"":""""},{""type"":""phone"",""value"":""(312) 835-9997"",""note"":""""},{""type"":""email"",""value"":""compliance_wi_vertex@multistate.us"",""note"":""""},{""type"":""website"",""value"":""http://www.vrtx.com"",""note"":""""}]"	Reshma Kewalramani	Vertex is a global biotechnology company that aims to discover, develop and commercialize innovative new medicines so people with serious diseases can lead better lives.	Engage on access issues relating to non-opioid Pain Alternatives; access to healthcare; Awareness activities specific to Cystic Fibrosis, Sickle Cell Disease, T1D, Kidney Disease, and Pain, and issues related to regulation of pharmaceutical manufacturers.
12788	WI-principal-12788	The Nature Conservancy	WI				"[{""type"":""address"",""value"":""216 N. Franklin St\nStoughton, WI 53589"",""note"":""""},{""type"":""phone"",""value"":""(608) 516-5174"",""note"":""""},{""type"":""email"",""value"":""A.R.Madorsky@tnc.org"",""note"":""""},{""type"":""website"",""value"":""http://www.nature.org/wisconsin"",""note"":""""}]"		The Nature Conservancy is a land trust and conservation organization which lobbies on environmental issues.	Issues involving land conservation and environmental policy, WI DNR and DATCP.
12791	WI-principal-12791	SSM Health	WI				"[{""type"":""address"",""value"":""12800 Corporate Hill Dr.\nSt. Louis, MO 63131"",""note"":""""},{""type"":""phone"",""value"":""314-989-6339"",""note"":""""},{""type"":""email"",""value"":""Michael.Richards@ssmhealth.com"",""note"":""""},{""type"":""website"",""value"":""http://www.ssmhealth.com"",""note"":""""}]"		Catholic, not for profit healthcare system, with care delivery sites in Illinois, Missouri, Oklahoma, and Wisconsin, SSM Health includes 20 hospitals, 62 outpatient care sites, a pharmacy benefit company, an insurance company, two nursing homes, comprehensive home care and hospice services, a technology company and two Accountable Care Organizations. ​With more than 8,500 physicians on our medical staff and more than 33,000 employees in four states	Matters affecting the administration, delivery and financing of health care services, including legislation and rules affecting a fully integrated healthcare system; hospitals, provider owned health plans, pharmacy benefit management companies, nursing homes, patient care and other health care issues.
12792	WI-principal-12792	Summit Behavioral Holdings I, LLC	WI				"[{""type"":""address"",""value"":""389 Nichol Mill Lane\nFranklin , tN 37067"",""note"":""""},{""type"":""phone"",""value"":""615-716-4924"",""note"":""""},{""type"":""email"",""value"":""Paul.gilbert@summitbhc.com"",""note"":""""},{""type"":""website"",""value"":""http://WWW.summitbhc.com"",""note"":""""}]"	Brent  Turner	Our focus is on operating acute psychiatric hospitals, specialty chemical dependency services, and behavioral health hospitals.	All matters affecting  mental health services, detox services, Medicare and Medicaid.
12794	WI-principal-12794	Wisconsin Council of Churches	WI				"[{""type"":""address"",""value"":""203 Wisconsin Avenue\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""6088373108"",""note"":""""},{""type"":""email"",""value"":""execdir@wichurches.org"",""note"":""""},{""type"":""website"",""value"":""http://wichurches.org"",""note"":""""}]"		The Council connects 24 Christian traditions and 13 faith-based organizations, which have within them approximately 2,000 congregations and over one million church members.	Human services issues affecting low-income families, church-state relations, racial disparities, policing, immigration, firearm violence, health care and pandemic response, voting rights, issues affecting Native American tribes and communities, criminal justice issues, and environmental concerns.
12795	WI-principal-12795	Coalition for Campus Wellbeing	WI				"[{""type"":""address"",""value"":""10 E. Doty\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""6082589506"",""note"":""""},{""type"":""email"",""value"":""engel@hamilton-consulting.com"",""note"":""""}]"		The Coalition members are groups, associations and foundations focused on mental health both in Wisconsin and nationally	The Coalition will focus on efforts to increase access to mental health services on Wisconsin's college campuses.
12796	WI-principal-12796	Wisconsin Dells Visitors and Convention Bureau	WI				"[{""type"":""address"",""value"":""PO Box 390 701 Superior ST\nWisconsin Dells, WI 53965"",""note"":""""},{""type"":""phone"",""value"":""(608) 254-8088"",""note"":""""},{""type"":""email"",""value"":""jill@wisdells.com"",""note"":""""}]"	Jill Diehl	Tourism/Recreation industry.	Any and all legislation and/or administrative rule making initiatives aimed at affecting economic development as it relates to the tourism/recreation industry in the State of Wisconsin.  Also Education - school calendar.
12797	WI-principal-12797	Friends of PBS Wisconsin	WI				"[{""type"":""address"",""value"":""821 University Ave.\nMadison, WI 53706"",""note"":""""},{""type"":""phone"",""value"":""(608) 265-3850"",""note"":""""},{""type"":""email"",""value"":""jordan.siegler@wisc.edu"",""note"":""""},{""type"":""website"",""value"":""https://pbswisconsin.org/support/friends/"",""note"":""""}]"		PBS Wisconsin	2025-2027 Biennial Budget
12798	WI-principal-12798	Wisconsin Wildlife Federation	WI				"[{""type"":""address"",""value"":""N1601 Sandberg Rd.\nMelrose, WI 54642"",""note"":""""},{""type"":""phone"",""value"":""715-896-5445"",""note"":""""},{""type"":""email"",""value"":""cody@wiwf.org"",""note"":""""},{""type"":""website"",""value"":""http://wiwf.org"",""note"":""""}]"		Outdoor enthusiasts, hunting and fishing community, sportsmen's clubs, county conservation alliances, fish and wildlife species organizations.	Fish, wildlife, and other natural resources, plus healthy air, land and water, and related outdoor activities like hunting, fishing, trapping, etc.
12799	WI-principal-12799	La Crosse Area Chamber of Commerce	WI				"[{""type"":""address"",""value"":""601 7th Street N\nLa Crosse, WI 54601"",""note"":""""},{""type"":""phone"",""value"":""608-784-4880"",""note"":""""},{""type"":""email"",""value"":""allyson@lacrossechamber.com"",""note"":""""},{""type"":""website"",""value"":""https://www.lacrossechamber.com/"",""note"":""""}]"	Sam Scinta	The La Crosse Area Chamber of Commerce represents the interests of the La Crosse Area business community and has the mission of elevating and strengthening the business community in order to enhance the La Crosse Area’s quality of life.	Economic development, higher education, fiscal and tax issues, promoting a skilled workforce, transportation, infrastructure, childcare, healthcare, regulatory affairs, tourism, free enterprise
12802	WI-principal-12802	J. F. Ahern Co.	WI				"[{""type"":""address"",""value"":""P.O. Box 1316\nFond du Lac, WI 549361316"",""note"":""""},{""type"":""phone"",""value"":""(920) 907-5453"",""note"":""""},{""type"":""email"",""value"":""tahern@jfahern.com"",""note"":""""},{""type"":""website"",""value"":""http://www.jfahern.com"",""note"":""""}]"	Tripp Ahern	Mechanical, pipe fabrication, and fire protection contractor	Matters impacting prevailing wage laws for piping and sheet metal fabrication.
12803	WI-principal-12803	SAFE	WI				"[{""type"":""address"",""value"":""Old Port Cove Marina   116 Lakeshore Drive #143  |\nNorth Palm Beach, FL 33408"",""note"":""""},{""type"":""phone"",""value"":""772.708.3567"",""note"":""""},{""type"":""email"",""value"":""leeaxdahl@gmail.com"",""note"":""""},{""type"":""website"",""value"":""http://safedrive.org"",""note"":""""}]"	Lee Axdahl	Our mission is to empower individuals to make responsible decisions and prioritize the lives of all road users. Our membership is primarily ignition interlock device manufacturers	SAFE will lobby on matters/statutes related to usage and placement of ignition interlock devices. Including penalties for tampering with legally mandated usage of an ignition interlock device.
12804	WI-principal-12804	Alexion Pharmaceuticals, Inc.	WI				"[{""type"":""address"",""value"":""121 Seaport Boulevard\nBoston, MA 02210"",""note"":""""},{""type"":""phone"",""value"":""(475) 267-8837"",""note"":""""},{""type"":""email"",""value"":""compliance_WI_alexion@multistate.us"",""note"":""""},{""type"":""website"",""value"":""https://alexion.com/"",""note"":""""}]"	Marc  Dunoyer	Pharmaceutical Research, Development, and Manufacturing.	Access to genetic testing in Medicaid. State government relations representation before the Wisconsin State Legislature and State agencies on matters related to prescription drugs, health care, health insurance, Medicaid and pharmacy issues.
12805	WI-principal-12805	Association for Consumer Debt Relief c/o MultiState Associates LLC	WI				"[{""type"":""address"",""value"":""1000 Wilson Boulevard, Suite 1800\nArlington, VA 22209"",""note"":""""},{""type"":""phone"",""value"":""7036841110"",""note"":""""},{""type"":""email"",""value"":""compliance_wi_acdr@multistate.us"",""note"":""""}]"	Denise Dunckel	Regulation of and issues relating to debt settlement.	Regulation of and issues relating to debt settlement.
12808	WI-principal-12808	Houghton Mifflin Harcourt	WI				"[{""type"":""address"",""value"":""125 High Street\nBoston, MA 02110"",""note"":""""},{""type"":""phone"",""value"":""248-417-9969"",""note"":""""},{""type"":""email"",""value"":""peyton.rodriguez@nwea.org"",""note"":""""}]"	John Lynch	Houghton Mifflin Harcourt is a learning technology company committed to delivering connected solutions that engage learners, empower educators and improve student outcomes. As a leading provider of K–12 core curriculum, supplemental and intervention solutions and professional learning services, HMH partners with educators and school districts to uncover solutions that unlock students' potential and extend teachers' capabilities. HMH serves more than 50 million students and 3 million educators in 150 countries.	Science of Reading curriculum for K-12 schools.
12809	WI-principal-12809	Newcap, Inc.	WI				"[{""type"":""address"",""value"":""1540 Capitol Drive\nGreen Bay, WI 54303"",""note"":""""},{""type"":""phone"",""value"":""800-242-7334"",""note"":""""},{""type"":""email"",""value"":""cheryldetrick@newcap.org"",""note"":""""},{""type"":""website"",""value"":""http://www.newcap.org"",""note"":""""}]"		Nonprofit organization - community action agency	Housing, homelessness, food insecurity, employment and training, transportation, energy assistance, jobs and business development, weatherization, energy efficiency, alternative energy, medicaid, TANF, health policy
12810	WI-principal-12810	yes. every kid.	WI				"[{""type"":""address"",""value"":""4201 Wilson Blvd Ste 280\nArlington, VA 22203"",""note"":""""},{""type"":""phone"",""value"":""312.752.6566"",""note"":""""},{""type"":""email"",""value"":""msanmarino@yeseverykid.com"",""note"":""""},{""type"":""website"",""value"":""https://yeseverykid.com/"",""note"":""""}]"		K-12 Education	K-12 education funding, state/local policies, administrative rules and state agency policies related to K-12 education.
12811	WI-principal-12811	Wisconsin Charter Action	WI				"[{""type"":""address"",""value"":""116 E Lake St\nLake Mills, WI 53551"",""note"":""""},{""type"":""phone"",""value"":""877-223-6402"",""note"":""""},{""type"":""email"",""value"":""mkooiman@nhaschools.com"",""note"":""""}]"		Independent K-12 Charter Schools in Wisconsin.	K-12 education policy related to 2r/2x and non-instrumentality charter schools regarding funding, administration and other statutory requirements.
12812	WI-principal-12812	Yerkes Observatory	WI				"[{""type"":""address"",""value"":""373 W. Geneva Street\nWilliams Bay, WI 53191"",""note"":""""},{""type"":""phone"",""value"":""917-572-2426"",""note"":""""},{""type"":""email"",""value"":""dkois@yerkesobservatory.org"",""note"":""""},{""type"":""website"",""value"":""https://yerkesobservatory.org/"",""note"":""""}]"		Historical site to host symposiums, meetings, education al research and tourism.	State expenditures around tourism, education, higher ed and historical facilities.
12813	WI-principal-12813	Wisconsin Occupational Therapy Association	WI				"[{""type"":""address"",""value"":""PO Box 2277\nAppleton, WI 54912"",""note"":""""},{""type"":""phone"",""value"":""(920)735-4843"",""note"":""""},{""type"":""email"",""value"":""shelly.muche6307@fvtc.edu"",""note"":""""},{""type"":""website"",""value"":""http://www.WOTA.net"",""note"":""""}]"	Shelly Muche	Persons who are Occupational Therapy Professionals	Issues affecting persons with disabilities, Medicaid reimbursement, health profession scope of practice, professional licensing, professional education.
12815	WI-principal-12815	Wisconsin Association of Local Health Departments and Boards	WI				"[{""type"":""address"",""value"":""563 Carter Court, Suite B\nKimberly, WI 54136"",""note"":""""},{""type"":""phone"",""value"":""(920) 560-5635"",""note"":""""},{""type"":""email"",""value"":""WALHDAB@Badgerbay.co"",""note"":""""},{""type"":""website"",""value"":""http://www.walhdab.org"",""note"":""""}]"	Andrew Hoyer Booth	Local health departments and Board of Health members	Any legislation or rules that affect public health practice, public health programs (i.e. WIC, bioterrorism, tobacco, etc.) access to health care including Medicaid and local funding for counties and municipalities.
12817	WI-principal-12817	Wisconsin Aesthetic Provider Coalition	WI				"[{""type"":""address"",""value"":""4717 Dale Curtin Drive\nMcFarland, WI 53558"",""note"":""""},{""type"":""phone"",""value"":""608-856-6180"",""note"":""""},{""type"":""email"",""value"":""drjen@medicalgradeaesthetics.com"",""note"":""""},{""type"":""website"",""value"":""https://wiscoapc.com/"",""note"":""""}]"	Jen Yaeger	As a collaboration between aesthetic medicine practices in the state, our members have a shared mission of establishing regulations and standards of practice in our industry that elevate and define the scope of medical aesthetics while demanding excellence and safety in the care of our patients.	Establishing regulations and standards of practice in medical aesthetics industry
12818	WI-principal-12818	Union Pacific Railroad	WI				"[{""type"":""address"",""value"":""123 N. Wacker Drive, Suite 2550\nChicago, IL 60606"",""note"":""""},{""type"":""phone"",""value"":""6088077586"",""note"":""""},{""type"":""email"",""value"":""thomas.evenson@up.com"",""note"":""""},{""type"":""website"",""value"":""http://up.com"",""note"":""""}]"	Jim Vena	Union Pacific is a Class I railroad that moves freight across 23 states in the western two-thirds of the country, including Wisconsin.	Issues or regulations related to the operations of a freight railroad, including but not limited to: interstate commerce, utilities, labor, environment, and safety.
12819	WI-principal-12819	Medica Health Plans	WI				"[{""type"":""address"",""value"":""401 Carlson Parkway\nMinnetonka, MN 55305"",""note"":""""},{""type"":""phone"",""value"":""(612) 701-5637 x_____"",""note"":""""},{""type"":""email"",""value"":""matthew.schafer@medica.com"",""note"":""""},{""type"":""website"",""value"":""http://www.medica.com"",""note"":""""}]"	Lisa Erickson	Health Insurance	Health insurance policy
12820	WI-principal-12820	Milwaukee County	WI				"[{""type"":""address"",""value"":""901 N. 9th St\nMilwaukee, WI 53233"",""note"":""""},{""type"":""phone"",""value"":""(414) 340-8287"",""note"":""""},{""type"":""email"",""value"":""Katie.Domina@milwaukeecountywi.gov"",""note"":""""},{""type"":""website"",""value"":""http://www.county.milwaukee.gov"",""note"":""""}]"		Milwaukee County government.	Milwaukee County represents a diverse population and economy with multi-faceted concerns and problems.  Consequently, in addition to the general governmental interests, areas of the State budget, legislation and administrative rules that are paramount to the County are: health and social services; judiciary and public safety; transportation; general government operations and taxation; natural resources and the environment.
12821	WI-principal-12821	Archdiocese of Milwaukee	WI				"[{""type"":""address"",""value"":""PO Box 070912\nMilwaukee, WI 53207"",""note"":""""},{""type"":""phone"",""value"":""608-721-6171"",""note"":""""},{""type"":""email"",""value"":""rvanderwiele@hbstrategies.us"",""note"":""""}]"		The three pillars of this mission are Catholic Identity, Evangelization and Stewardship.  In its ministries, led by priests, deacons and lay men and women leaders, the Catholic Church feeds the hungry, heals the sick, teaches both young and old, visits the imprisoned and provides solace and sustenance for thousand in our community.	Issues impacting non-profit organizations and Catholic schools
12822	WI-principal-12822	AT&T Wisconsin	WI				"[{""type"":""address"",""value"":""8605 E. Torchwood PL\nSioux Falls, SD 57110"",""note"":""""},{""type"":""phone"",""value"":""307-365-1379"",""note"":""""},{""type"":""email"",""value"":""cr6557@att.com"",""note"":""""},{""type"":""website"",""value"":""http://att.com"",""note"":""""}]"	John Stankey	Telecommunications, Wireless, Communications and Broadband Services	Any laws, rules, or practices that affect the conduct of business by AT&T as a provider of communications and entertainment services.
12823	WI-principal-12823	Wisconsin Property Taxpayers Inc	WI				"[{""type"":""address"",""value"":""PO Box 280\nGreenwood, WI 54437"",""note"":""""},{""type"":""phone"",""value"":""608-255-7473"",""note"":""""},{""type"":""email"",""value"":""p.rozeski@wptonline.org"",""note"":""""},{""type"":""website"",""value"":""http://www.wptonline.org"",""note"":""""}]"	Mike Marsch	Lobbying on behalf of the property tax paying members of the association.	Budgetary issues and legislation affecting our members with regards to state and local taxation and regualtion.
12825	WI-principal-12825	Wisconsin Optometric Association	WI				"[{""type"":""address"",""value"":""6510 Grand Teton Plaza, Ste 312\nMadison, WI 53719"",""note"":""""},{""type"":""phone"",""value"":""(608) 332-6828"",""note"":""""},{""type"":""email"",""value"":""petertheo@theoconsulting.net"",""note"":""""}]"	Peter Theo	Advocating on behalf of Doctors of Optometry and the profession of optometry regarding education, training, licensing, legislative and regulatory matters.	Health care, insurance, managed care and licensing & regulating of doctors of optometry.  Implementation of national health care reform. Optometry scope and practice.
12828	WI-principal-12828	Coalition of Wisconsin Aging Groups	WI				"[{""type"":""address"",""value"":""30 West Mifflin Street, #406\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 215-8987"",""note"":""""},{""type"":""email"",""value"":""Gundermann@cwag.org"",""note"":""""},{""type"":""website"",""value"":""http://www.cwag.org"",""note"":""""}]"		Protect and preserve the legal rights and earned benefits of Wisconsin's 1.3 million elderly and people with disabilities. Funds are derived from annual volunteer-membership fees, donations, event sponsorships, public and private sector grants, foundations, educational and community outreach programs and estate planning.	Budget Issues, Administrative Rulings, Public Hearings, Legislative Bills, Legislative Meetings & Hearings, topics that would impact the rights and earned benefits of Wisconsin's 1.3 million elderly and people with disabilities and intergenerational issues, that impact the quality of life and health for all aging generations.
12830	WI-principal-12830	Locksmith Alliance of Wisconsin	WI				"[{""type"":""address"",""value"":""130 Lakewood Blvd.\nMadison, Wi 53704"",""note"":""""},{""type"":""phone"",""value"":""(608) 219-5237"",""note"":""""},{""type"":""email"",""value"":""gary.goyke@gmail.com"",""note"":""""}]"	Ben Kolpitcke	The Locksmith Alliance of Wisconsin is a cooperative advocacy organization of Wisconsin residents whose business work primarily involves the profession of locksmithing.	The Alliance will work with state agencies that primarily deal with professional business occupations. The Alliance will seek greater legislative understanding of the profession, promote new educational opportunities, work with consumer advocates and establish coalitions with related business interests.
12831	WI-principal-12831	GRACE	WI				"[{""type"":""address"",""value"":""1822 Riverside Drive\nGreen Bay, WI 54301"",""note"":""""},{""type"":""phone"",""value"":""9204997330"",""note"":""""},{""type"":""email"",""value"":""kdesotell@gracesystem.org"",""note"":""""},{""type"":""website"",""value"":""http://gracesystem.org/"",""note"":""""}]"		Private Pk-12 education	Wisconsin Parental Choice Funding
12832	WI-principal-12832	Human Rights Campaign	WI				"[{""type"":""address"",""value"":""1640 Rhode Island Ave NW\nWashington, DC 20036"",""note"":""""},{""type"":""phone"",""value"":""202-216-1583"",""note"":""""},{""type"":""email"",""value"":""david.swanson@hrc.org"",""note"":""""},{""type"":""website"",""value"":""http://www.hrc.org"",""note"":""""}]"		Human Rights Campaign	LGBTQ+ Civil Rights
12833	WI-principal-12833	Wisconsin Dental Hygienists Association	WI				"[{""type"":""address"",""value"":""6510 Grand Teton Plaza, Suite 312\nMadison, wi 53719"",""note"":""""},{""type"":""phone"",""value"":""(608) 332-6828"",""note"":""""},{""type"":""email"",""value"":""petertheo@theoconsulting.net"",""note"":""""}]"	Olivia  Morzenti	Representing the professional interests of Wisconsin Dental Hygienists	Representing dental hygienists in the areas of health care reform, managed care, oral health care issues, regulatory and licensing issue impacting dental hygienists, continuing education, and government and non-government third party insurance matters.
12836	WI-principal-12836	Friends of the Domes	WI				"[{""type"":""address"",""value"":""524 S Layton Blvd\nMilwaukee, WI 53215"",""note"":""""},{""type"":""phone"",""value"":""414-257-5608"",""note"":""""},{""type"":""email"",""value"":""christa.fod@milwaukeedomes.org"",""note"":""""},{""type"":""website"",""value"":""https://milwaukeedomes.org/"",""note"":""""}]"		Preservation of a world-class horticultural conservatory	Friends of Domes is looking for a financial investment by the State of Wisconsin
12837	WI-principal-12837	Eau Claire Area Chamber of Commerce	WI				"[{""type"":""address"",""value"":""101 N Farwell St., Suite 101\nEau Claire, WI 54703"",""note"":""""},{""type"":""phone"",""value"":""715-834-1204"",""note"":""""},{""type"":""email"",""value"":""bodden@eauclairechamber.org"",""note"":""""},{""type"":""website"",""value"":""http://www.eauclairechamber.org"",""note"":""""}]"	David Minor	The Eau Claire Area Chamber of Commerce represents the interests of the Eau Claire Area business community and has the mission of being the advocate of business.	Stewardship of public resources, taxes, free enterprise, local control, regulation of business activity, workforce development, housing supply and affordability, education, childcare, DEI, economic development, tourism, transportation and infrastructure, healthcare, energy and the environment
12838	WI-principal-12838	Transportation Development Association of Wisconsin (TDA)	WI				"[{""type"":""address"",""value"":""10 East Doty Street, Ste. 201\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 256-7044"",""note"":""""},{""type"":""email"",""value"":""debby.jackson@tdawisconsin.org"",""note"":""""},{""type"":""website"",""value"":""http://www.tdawisconsin.org"",""note"":""""}]"	Debby Jackson	Transportation	Transportation funding and policy
12839	WI-principal-12839	Quartz Health Solutions, Inc	WI				"[{""type"":""address"",""value"":""2650 Novation Parkway\nMadison, WI 53713"",""note"":""""},{""type"":""phone"",""value"":""6082392743"",""note"":""""},{""type"":""email"",""value"":""myranda.tanck@quartzbenefits.com"",""note"":""""},{""type"":""website"",""value"":""https://quartzbenefits.com/"",""note"":""""}]"	Christine  Senty	Health insurance.  Product portfolio includes: Commercial Large Group, ETF, Individual ACA, Small Group ACA, Medicaid, Medicare Advantage	Legislative, regulatory and policy matters relating to: commercial group, individual and self-insured health insurance, small group and individual ACA health insurance, Medicaid Managed Care (BaderCare Plus) Medicare products, and pharmacy benefits management.
12840	WI-principal-12840	World Education Services	WI				"[{""type"":""address"",""value"":""One Battery Park Plaza, Floor 3\nNew York, NY 10004"",""note"":""""},{""type"":""phone"",""value"":""212-219-7329"",""note"":""""},{""type"":""email"",""value"":""nkuprava@wes.org"",""note"":""""}]"		Educational, economic and social inclusion of immigrants, refugees and international students.	Access to the workforce and educational opportunities for international students, immigrants, refugees and other forcibly displaced groups.
12841	WI-principal-12841	Lifted Liquids Inc	WI				"[{""type"":""address"",""value"":""5511 95th Ave\nKenosha, WI 53144"",""note"":""""},{""type"":""phone"",""value"":""224-577-8148"",""note"":""""},{""type"":""email"",""value"":""ceo@urb.shop"",""note"":""""},{""type"":""website"",""value"":""http://urb.shop"",""note"":""""}]"	Nicholas Warrender	Hemp manufacturing and distribution	Hemp and in the future Kratom
12842	WI-principal-12842	College Possible Wisconsin	WI				"[{""type"":""address"",""value"":""1515 N Rivercenter Drive Suite 105\nMilwaukee, WI 53212"",""note"":""""},{""type"":""phone"",""value"":""414-517-5381"",""note"":""""},{""type"":""email"",""value"":""mmorrison@collegepossible.org"",""note"":""""},{""type"":""website"",""value"":""https://collegepossible.org/locations/wisconsin/"",""note"":""""}]"		College Possible Wisconsin is a nonprofit organization dedicated to advancing educational equity and supporting first-generation college students, students from low-income backgrounds, and BIPOC (Black, Indigenous, and People of Color) communities. The organization not only addresses the barriers these students face in accessing and succeeding in higher education but also emphasizes intentional career exploration and workforce development to ensure students make informed choices about their future.	Education K-12, Higher Education, Workforce Development/Careers, Mentoring
12843	WI-principal-12843	Veterans Community Project	WI				"[{""type"":""address"",""value"":""8900 Troost Ave\nKansas City, MO 64131"",""note"":""""},{""type"":""phone"",""value"":""816-406-9935"",""note"":""""},{""type"":""email"",""value"":""bhendershot@vcp.org"",""note"":""""},{""type"":""website"",""value"":""http://www.vcp.org"",""note"":""""}]"		Veterans housing Veterans armed with the strength and support of the Community	State budget items pertaining to veterans
12845	WI-principal-12845	Great Lakes Timber Professionals Association	WI				"[{""type"":""address"",""value"":""PO Box 1278\nRhinelander, WI 54501"",""note"":""""},{""type"":""phone"",""value"":""715-304-2861"",""note"":""""},{""type"":""email"",""value"":""henry@gltpa.org"",""note"":""""},{""type"":""website"",""value"":""http://www.gltpa.org"",""note"":""""}]"	Henry Schienebeck	Trade association for the Timber industry. All areas of transportation and forestry issues including initiatives relating to private property rights, taxation, public and private forest land use, forest management and issues including invasive and endangered species.	All areas of transportation and forestry issues including initiatives relating to private property rights, taxation, climate change, public and private forest land use, forest management and issues including invasive and endangered species.
12848	WI-principal-12848	Wisconsin Child Care Administrators Association	WI				"[{""type"":""address"",""value"":""572 S. 18th Avenue\nWest Bend , WI 53095"",""note"":""""},{""type"":""phone"",""value"":""262-305-9686"",""note"":""""},{""type"":""email"",""value"":""ic@wcccaa.net"",""note"":""""},{""type"":""website"",""value"":""http://www.wccaa.org"",""note"":""""}]"		Represent 385+ child care administrators providing quality programming to Wisconsin children and helping drive local economies.	Support initiatives that encourage the delivery of high-quality early care and learning programs, which then play a critical role in fostering economic growth in communities across the state.
12850	WI-principal-12850	Invenergy, LLC	WI				"[{""type"":""address"",""value"":""One South Wacker Drive Suite 1800\nChicago, IL 60606"",""note"":""""},{""type"":""phone"",""value"":""3126382888"",""note"":""""},{""type"":""email"",""value"":""kmulligan@invenergy.com"",""note"":""""},{""type"":""website"",""value"":""http://www.invenergy.com"",""note"":""""}]"	Michael Polsky	Renewable Energy	Issues related to wind, solar, battery, and natural gas development and operations.
12852	WI-principal-12852	Wisconsin Public Radio Association	WI				"[{""type"":""address"",""value"":""821 University Avenue\nMadison, WI 53706"",""note"":""""},{""type"":""phone"",""value"":""608-265-3850"",""note"":""""},{""type"":""email"",""value"":""jordan.siegler@wisc.edu"",""note"":""""},{""type"":""website"",""value"":""http://wpra.org"",""note"":""""}]"		Wisconsin Public Radio	2025-2027 Biennial Budget
12854	WI-principal-12854	Mickelson & Company, LLC	WI				"[{""type"":""address"",""value"":""101 N. Main Avenue, Suite 210\nSioux Falls, SD 57104"",""note"":""""},{""type"":""phone"",""value"":""605-977-4873"",""note"":""""},{""type"":""email"",""value"":""ryan@mickco.com"",""note"":""""},{""type"":""website"",""value"":""http://www.mickco.com"",""note"":""""}]"	Mark Mickelson	Consulting and advisory services related to financing short line railroad infrastructure and facilitating economic development opportunities.	Providing rail infrastructure funding assistance to short line railroads and rail shippers through the development of tax credit programs or other funding mechanisms.
12855	WI-principal-12855	New Venture Fund	WI				"[{""type"":""address"",""value"":""1828 L Street NW Suite 300-A\nWashington , DC 20036"",""note"":""""},{""type"":""phone"",""value"":""(202) 595-1061"",""note"":""""},{""type"":""email"",""value"":""legalcompliance@newventurefund.org"",""note"":""""}]"		Not for Profit	Voter registration
12856	WI-principal-12856	Plum Identity	WI				"[{""type"":""address"",""value"":""1911 Souglas Blvd\nRoseville, CA 95661"",""note"":""""},{""type"":""phone"",""value"":""608-467-7933"",""note"":""""},{""type"":""email"",""value"":""Scott@plumidentity.com"",""note"":""""},{""type"":""website"",""value"":""https://www.plumidentity.com"",""note"":""""}]"	Jon Coss	Fraud detection solutions	Fraud detection solutions for government programs.
12857	WI-principal-12857	Badger Advocates, Inc.	WI				"[{""type"":""address"",""value"":""6580 Monona Drive #1241\nMonona, WI 53716"",""note"":""""},{""type"":""phone"",""value"":""608-239-5686"",""note"":""""},{""type"":""email"",""value"":""bhellmer@badgersadvocates.org"",""note"":""""},{""type"":""website"",""value"":""http://badgeradvocates.org"",""note"":""""}]"		Badger Advocates was formed to advocate and build support for the University of Wisconsin - Madison.	All matters related to the state's relationship with and support of the University of Wisconsin-Madison.
12858	WI-principal-12858	World Wildlife Fund	WI				"[{""type"":""address"",""value"":""1250 24th Street NW\nWashington DC, DC 20037"",""note"":""""},{""type"":""phone"",""value"":""9175583528"",""note"":""""},{""type"":""email"",""value"":""stephanie.udler@wwfus.org"",""note"":""""}]"		Large corporations, SME, higher education, faith-based organizations, state and local governments	World Wildlife Fund may attempt to influence the following policy areas: renewable energy, workforce development, resiliency, and other areas related to climate action.
