principal_id	bucket	item_id	item_name	item_description	period_label	percent
12860	Topics Not Yet Assigned A Bill Or Rule Number	62745	Food & Agriculture Industry Issues		2025 January - June	28%
12860	Topics Not Yet Assigned A Bill Or Rule Number	62745	Food & Agriculture Industry Issues		2025 July - December	15%
12860	Topics Not Yet Assigned A Bill Or Rule Number	63305	Confirmation of Secretary Kristina Boardman		2025 January - June	5%
12860	Topics Not Yet Assigned A Bill Or Rule Number	63387	DWD Chapter 301 - Migrant Labor		2025 July - December	13%
12860	Topics Not Yet Assigned A Bill Or Rule Number	64500	Food Labeling		2025 July - December	16%
12861	Legislative Bills/Resolutions	24721	Assembly Bill 104	Relating to: prohibiting gender transition medical intervention for individuals under 18 years of age.	2025 January - June	80%
12861	Topics Not Yet Assigned A Bill Or Rule Number	63362	Prohibiting gender transition medical intervention for minors		2025 January - June	20%
12862	Legislative Bills/Resolutions	24639	Senate Bill 58	Relating to: referendum questions for certain referenda that affect property taxes. (FE)	2025 January - June	100%
12867	Budget Bill Subjects	1263	Health Services: Medicaid Services		2025 January - June	40%
12867	Budget Bill Subjects	1263	Health Services: Medicaid Services		2025 July - December	5%
12867	Legislative Bills/Resolutions	24543	Senate Bill 23	Relating to: extension of eligibility under the Medical Assistance program for postpartum women. (FE)	2025 January - June	5%
12867	Legislative Bills/Resolutions	24918	Senate Bill 190	Relating to: ratification of the Respiratory Care Interstate Compact. (FE)	2025 July - December	15%
12867	Legislative Bills/Resolutions	24954	Assembly Bill 193	Relating to: ratification of the Respiratory Care Interstate Compact. (FE)	2025 July - December	5%
12867	Legislative Bills/Resolutions	25143	Assembly Bill 261	Relating to: certification of surgical technologists.	2025 January - June	12%
12867	Legislative Bills/Resolutions	25143	Assembly Bill 261	Relating to: certification of surgical technologists.	2025 July - December	15%
12867	Legislative Bills/Resolutions	25160	Senate Bill 260	Relating to: certification of surgical technologists.	2025 January - June	12%
12867	Legislative Bills/Resolutions	25160	Senate Bill 260	Relating to: certification of surgical technologists.	2025 July - December	15%
12867	Legislative Bills/Resolutions	25377	Assembly Bill 353	Relating to: price transparency in hospitals, restricting certain debt collection actions against patients, and providing a penalty. (FE)	2025 July - December	5%
12867	Legislative Bills/Resolutions	25444	Senate Bill 383	Relating to: price transparency in hospitals, restricting certain debt collection actions against patients, and providing a penalty. (FE)	2025 July - December	5%
12867	Legislative Bills/Resolutions	25905	Senate Bill 578	Relating to: consent to admissions to certain health care facilities by patient representatives without requiring a petition for guardianship or protective placement. (FE)	2025 July - December	10%
12867	Legislative Bills/Resolutions	25923	Assembly Bill 598	Relating to: consent to admissions to certain health care facilities by patient representatives without requiring a petition for guardianship or protective placement. (FE)	2025 July - December	10%
12867	Topics Not Yet Assigned A Bill Or Rule Number	63083	Surrogate Decision Maker Authority		2025 January - June	15%
12868	Topics Not Yet Assigned A Bill Or Rule Number	63402	Trying to stop Political groups from accepting donations without the CVV code.		2025 January - June	100%
12868	Topics Not Yet Assigned A Bill Or Rule Number	63403	Trying to stop Political groups from accepting donations without the CVV code.		2025 July - December	100%
12871	Topics Not Yet Assigned A Bill Or Rule Number	62536	Legislation to adopt national model legislation for insurance coverage in Peer-to-peer car sharing		2025 January - June	100%
12872	Legislative Bills/Resolutions	24577	Senate Bill 33	Relating to: representations depicting nudity and providing a penalty.	2025 January - June	14%
12872	Legislative Bills/Resolutions	24601	Assembly Bill 33	Relating to: representations depicting nudity and providing a penalty.	2025 January - June	30%
12872	Legislative Bills/Resolutions	24764	Assembly Bill 105	Relating to:  the distribution of certain material on the Internet.	2025 January - June	14%
12872	Legislative Bills/Resolutions	25002	Assembly Bill 212	Relating to: registration of out-of-state health care providers to provide telehealth services. (FE)	2025 January - June	14%
12872	Legislative Bills/Resolutions	25137	Senate Bill 256	Relating to: delivery network couriers and transportation network drivers, Department of Financial Institutions’ approval to offer portable benefit accounts, providing for insurance coverage, modifying administrative rules related to accident and sickness insurance, and granting rule-making authority. (FE)	2025 January - June	14%
12872	Legislative Bills/Resolutions	25151	Assembly Bill 269	Relating to: delivery network couriers and transportation network drivers, Department of Financial Institutions’ approval to offer portable benefit accounts, providing for insurance coverage, modifying administrative rules related to accident and sickness insurance, and granting rule-making authority. (FE)	2025 January - June	14%
12877	Budget Bill Subjects	1229	Administration: Departmentwide		2025 January - June	15%
12877	Budget Bill Subjects	1229	Administration: Departmentwide		2025 July - December	10%
12877	Legislative Bills/Resolutions	25399	Senate Bill 374	Relating to: exemptions from minimum wage, overtime pay, and recordkeeping requirements for minor league baseball players.	2025 July - December	20%
12877	Legislative Bills/Resolutions	25415	Assembly Bill 367	Relating to: exemptions from minimum wage, overtime pay, and recordkeeping requirements for minor league baseball players.	2025 July - December	20%
12877	Topics Not Yet Assigned A Bill Or Rule Number	62667	Professional Sports Leagues		2025 January - June	10%
12877	Topics Not Yet Assigned A Bill Or Rule Number	62667	Professional Sports Leagues		2025 July - December	10%
12877	Topics Not Yet Assigned A Bill Or Rule Number	62668	Business Development		2025 January - June	10%
12877	Topics Not Yet Assigned A Bill Or Rule Number	62668	Business Development		2025 July - December	10%
12877	Topics Not Yet Assigned A Bill Or Rule Number	62669	Gaming		2025 January - June	10%
12877	Topics Not Yet Assigned A Bill Or Rule Number	62669	Gaming		2025 July - December	10%
12877	Topics Not Yet Assigned A Bill Or Rule Number	63269	LRB-3149/3333 – relating to: exemptions from minimum wage, overtime pay, and recordkeeping requirements for minor league baseball		2025 January - June	50%
12877	Topics Not Yet Assigned A Bill Or Rule Number	63269	LRB-3149/3333 – relating to: exemptions from minimum wage, overtime pay, and recordkeeping requirements for minor league baseball		2025 July - December	20%
12879	Legislative Bills/Resolutions	24759	Senate Bill 122	Relating to: limitations on the total value of taxable property that may be included in a tax incremental financing district created in the city of Port Washington. (FE)	2025 January - June	10%
12879	Legislative Bills/Resolutions	24827	Assembly Bill 140	Relating to: limitations on the total value of taxable property that may be included in a tax incremental financing district created in the city of Port Washington. (FE)	2025 January - June	10%
12879	Legislative Bills/Resolutions	25039	Assembly Bill 228	Relating to: tax incremental financing districts containing qualified data centers. (FE)	2025 January - June	30%
12879	Legislative Bills/Resolutions	25039	Assembly Bill 228	Relating to: tax incremental financing districts containing qualified data centers. (FE)	2025 July - December	10%
12879	Legislative Bills/Resolutions	25111	Senate Bill 241	Relating to: tax incremental financing districts containing qualified data centers. (FE)	2025 January - June	30%
12879	Legislative Bills/Resolutions	25111	Senate Bill 241	Relating to: tax incremental financing districts containing qualified data centers. (FE)	2025 July - December	10%
12879	Legislative Bills/Resolutions	25464	Senate Bill 400	Relating to: use restrictions on state and local government electronic devices.	2025 July - December	10%
12879	Legislative Bills/Resolutions	25533	Assembly Bill 415	Relating to: use restrictions on state and local government electronic devices.	2025 July - December	10%
12879	Legislative Bills/Resolutions	26419	Assembly Bill 840	Relating to: certain requirements related to data centers.	2025 July - December	10%
12879	Legislative Bills/Resolutions	26452	Senate Bill 843	Relating to: certain requirements related to data centers.	2025 July - December	10%
12879	Topics Not Yet Assigned A Bill Or Rule Number	62510	Taxation of equipment and software utilized by data centers		2025 January - June	10%
12879	Topics Not Yet Assigned A Bill Or Rule Number	62510	Taxation of equipment and software utilized by data centers		2025 July - December	15%
12879	Topics Not Yet Assigned A Bill Or Rule Number	62511	Regulation of Social Media Platforms		2025 July - December	10%
12880	Legislative Bills/Resolutions	24749	Senate Bill 112	Relating to: hunting of sandhill cranes, programs related to sandhill crane damage, providing an exemption from emergency rule procedures, granting rule-making authority, and making an appropriation. (FE)	2025 January - June	45%
12880	Legislative Bills/Resolutions	24749	Senate Bill 112	Relating to: hunting of sandhill cranes, programs related to sandhill crane damage, providing an exemption from emergency rule procedures, granting rule-making authority, and making an appropriation. (FE)	2025 July - December	25%
12880	Legislative Bills/Resolutions	24776	Assembly Bill 117	Relating to: hunting of sandhill cranes, programs related to sandhill crane damage, providing an exemption from emergency rule procedures, granting rule-making authority, and making an appropriation. (FE)	2025 January - June	25%
12880	Legislative Bills/Resolutions	24776	Assembly Bill 117	Relating to: hunting of sandhill cranes, programs related to sandhill crane damage, providing an exemption from emergency rule procedures, granting rule-making authority, and making an appropriation. (FE)	2025 July - December	30%
12880	Legislative Bills/Resolutions	25280	Assembly Bill 315	Relating to: the Warren Knowles-Gaylord Nelson stewardship 2000 program and a major land acquisitions program. (FE)	2025 January - June	22%
12880	Legislative Bills/Resolutions	25280	Assembly Bill 315	Relating to: the Warren Knowles-Gaylord Nelson stewardship 2000 program and a major land acquisitions program. (FE)	2025 July - December	15%
12880	Legislative Bills/Resolutions	25955	Assembly Bill 612	Relating to: the Warren Knowles-Gaylord Nelson stewardship 2000 program, a major land acquisitions program, and making an appropriation. (FE)	2025 July - December	15%
12880	Legislative Bills/Resolutions	26095	Senate Bill 670	Relating to: fees for nonresident hunting, trapping, and fishing approvals and nonresident vehicle admission receipts. (FE)	2025 July - December	2%
12880	Legislative Bills/Resolutions	26112	Assembly Bill 682	Relating to: fees for nonresident hunting, trapping, and fishing approvals and nonresident vehicle admission receipts. (FE)	2025 July - December	3%
12880	Legislative Bills/Resolutions	26340	Senate Bill 798	Relating to: a wetland assured delineation program, extending the time limit for emergency rule procedures, providing an exemption from emergency rule procedures, and granting rule-making authority. (FE)	2025 July - December	2%
12880	Legislative Bills/Resolutions	26364	Assembly Bill 808	Relating to: a wetland assured delineation program, extending the time limit for emergency rule procedures, providing an exemption from emergency rule procedures, and granting rule-making authority. (FE)	2025 July - December	3%
12880	Topics Not Yet Assigned A Bill Or Rule Number	62692	Topics affecting the Knowles-Nelson Stewardship program		2025 January - June	3%
12880	Topics Not Yet Assigned A Bill Or Rule Number	62694	Topics affecting the implementation of Wisconsin's waterfowl hunting season structure.		2025 January - June	5%
12880	Topics Not Yet Assigned A Bill Or Rule Number	62695	Topics related to migratory birds.		2025 July - December	5%
12882	Topics Not Yet Assigned A Bill Or Rule Number	62523	General business matters that impact McCain Foods,  including policies regulated by the DNR or DATCP.		2025 January - June	10%
12884	Budget Bill Subjects	1301	Public Service Commission: Regulation of Public Utilities		2025 January - June	11%
12884	Legislative Bills/Resolutions	24572	Senate Bill 28	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 January - June	34%
12884	Legislative Bills/Resolutions	24592	Assembly Bill 25	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 January - June	55%
12884	Legislative Bills/Resolutions	25627	Assembly Bill 472	Relating to: a nuclear energy generation tax credit; prioritizing nuclear energy resources; approval of certain electric tariffs for very large customers; and authorizing electric utilities to recover certain precertification costs through rates. (FE)	2025 July - December	31%
12884	Topics Not Yet Assigned A Bill Or Rule Number	62533	Consumer Advocate Funding for Utility Ratepayers		2025 July - December	56%
12884	Topics Not Yet Assigned A Bill Or Rule Number	62534	Regulation of electric, natural gas and water utilities		2025 July - December	13%
12886	Budget Bill Subjects	1273	Insurance: Departmentwide		2025 January - June	15%
12886	Legislative Bills/Resolutions	24624	Senate Bill 45	Relating to: state finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)	2025 January - June	1%
12886	Legislative Bills/Resolutions	24906	Assembly Bill 173	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 January - June	20%
12886	Legislative Bills/Resolutions	24906	Assembly Bill 173	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 July - December	25%
12886	Legislative Bills/Resolutions	24969	Senate Bill 203	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 January - June	50%
12886	Legislative Bills/Resolutions	24969	Senate Bill 203	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 July - December	55%
12886	Legislative Bills/Resolutions	25090	Assembly Bill 246	Relating to: cost-sharing caps on prescription drugs and medical supplies to treat asthma under health insurance policies and plans. (FE)	2025 January - June	2%
12886	Legislative Bills/Resolutions	25090	Assembly Bill 246	Relating to: cost-sharing caps on prescription drugs and medical supplies to treat asthma under health insurance policies and plans. (FE)	2025 July - December	5%
12886	Legislative Bills/Resolutions	25121	Senate Bill 251	Relating to: cost-sharing caps on prescription drugs and medical supplies to treat asthma under health insurance policies and plans. (FE)	2025 January - June	2%
12886	Legislative Bills/Resolutions	25121	Senate Bill 251	Relating to: cost-sharing caps on prescription drugs and medical supplies to treat asthma under health insurance policies and plans. (FE)	2025 July - December	5%
12887	Topics Not Yet Assigned A Bill Or Rule Number	64470	regulation/occupational licensing reform		2025 July - December	100%
12888	Legislative Bills/Resolutions	24750	Senate Bill 113	Relating to: a transition to grazing pilot program and making an appropriation. (FE)	2025 January - June	50%
12888	Legislative Bills/Resolutions	24777	Assembly Bill 118	Relating to: a transition to grazing pilot program and making an appropriation. (FE)	2025 January - June	50%
12889	Administrative Rulemaking Proceedings	8471	Gray wolf harvest regulations		2025 January - June	14%
12889	Budget Bill Subjects	1232	Agriculture, Trade, and Consumer Protection: Agricultural Resource Management		2025 January - June	10%
12889	Budget Bill Subjects	1289	Natural Resources: Fish, Wildlife and Parks		2025 January - June	30%
12889	Budget Bill Subjects	1295	Natural Resources: Departmentwide		2025 January - June	30%
12889	Budget Bill Subjects	1327	Transportation: Departmentwide		2025 January - June	10%
12889	Legislative Bills/Resolutions	24539	Senate Bill 19	Relating to: fee waivers for state park vehicle admission receipts to pupils with Every Kid Outdoors passes. (FE)	2025 January - June	1%
12889	Legislative Bills/Resolutions	24562	Assembly Bill 18	Relating to: fee waivers for state park vehicle admission receipts to pupils with Every Kid Outdoors passes. (FE)	2025 January - June	1%
12889	Legislative Bills/Resolutions	24749	Senate Bill 112	Relating to: hunting of sandhill cranes, programs related to sandhill crane damage, providing an exemption from emergency rule procedures, granting rule-making authority, and making an appropriation. (FE)	2025 July - December	17%
12889	Legislative Bills/Resolutions	24776	Assembly Bill 117	Relating to: hunting of sandhill cranes, programs related to sandhill crane damage, providing an exemption from emergency rule procedures, granting rule-making authority, and making an appropriation. (FE)	2025 July - December	6%
12889	Legislative Bills/Resolutions	24811	Senate Bill 128	Relating to: programs and requirements to address PFAS.	2025 January - June	1%
12889	Legislative Bills/Resolutions	24811	Senate Bill 128	Relating to: programs and requirements to address PFAS.	2025 July - December	11%
12889	Legislative Bills/Resolutions	25281	Senate Bill 316	Relating to: the Warren Knowles-Gaylord Nelson stewardship 2000 program and a major land acquisitions program. (FE)	2025 July - December	6%
12889	Legislative Bills/Resolutions	25561	Assembly Bill 435	Relating to: the Warren Knowles-Gaylord Nelson stewardship 2000 program and making an appropriation. (FE)	2025 July - December	1%
12889	Legislative Bills/Resolutions	25607	Senate Bill 436	Relating to: the Warren Knowles-Gaylord Nelson stewardship 2000 program and making an appropriation. (FE)	2025 July - December	4%
12889	Legislative Bills/Resolutions	25955	Assembly Bill 612	Relating to: the Warren Knowles-Gaylord Nelson stewardship 2000 program, a major land acquisitions program, and making an appropriation. (FE)	2025 July - December	13%
12889	Legislative Bills/Resolutions	25978	Assembly Bill 635	Relating to: notifying counties and tribes of an exceedance of groundwater protection standards or standards for PFAS. (FE)	2025 July - December	6%
12889	Legislative Bills/Resolutions	26180	Senate Bill 729	Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE)	2025 July - December	12%
12889	Legislative Bills/Resolutions	26203	Assembly Bill 722	Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE)	2025 July - December	9%
12889	Legislative Bills/Resolutions	26258	Senate Bill 754	Relating to: regional transit authorities and making an appropriation. (FE)	2025 July - December	8%
12889	Topics Not Yet Assigned A Bill Or Rule Number	64635	Data Centers		2025 July - December	3%
12889	Topics Not Yet Assigned A Bill Or Rule Number	64700	energy bills and affordability		2025 July - December	4%
12890	Budget Bill Subjects	1335	Wisconsin Economic Development Corporation		2025 January - June	40%
12890	Topics Not Yet Assigned A Bill Or Rule Number	62554	WCMP's activities and initiatives supporting Wisconsin's manufacturers.		2025 January - June	15%
12890	Topics Not Yet Assigned A Bill Or Rule Number	62554	WCMP's activities and initiatives supporting Wisconsin's manufacturers.		2025 July - December	100%
12890	Topics Not Yet Assigned A Bill Or Rule Number	62555	State incentives for manufacturers implementing technology to modernize manufacturing operations.		2025 January - June	40%
12890	Topics Not Yet Assigned A Bill Or Rule Number	62697	Wisconsin 2025-27 Biennial Budget		2025 January - June	5%
12892	Topics Not Yet Assigned A Bill Or Rule Number	62967	Crypto Virtual Kiosks		2025 January - June	75%
12892	Topics Not Yet Assigned A Bill Or Rule Number	62967	Crypto Virtual Kiosks		2025 July - December	100%
12892	Topics Not Yet Assigned A Bill Or Rule Number	63238	Bitcoin ATM Operator Guidance		2025 January - June	25%
12897	Legislative Bills/Resolutions	24514	Senate Bill 3	Relating to: requiring local approval for certain wind and solar projects before Public Service Commission approval.	2025 January - June	20%
12897	Legislative Bills/Resolutions	24551	Assembly Bill 7	Relating to: requiring local approval for certain wind and solar projects before Public Service Commission approval.	2025 January - June	20%
12897	Legislative Bills/Resolutions	24551	Assembly Bill 7	Relating to: requiring local approval for certain wind and solar projects before Public Service Commission approval.	2025 July - December	30%
12897	Legislative Bills/Resolutions	24572	Senate Bill 28	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 January - June	20%
12897	Legislative Bills/Resolutions	24592	Assembly Bill 25	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 January - June	20%
12897	Legislative Bills/Resolutions	24592	Assembly Bill 25	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 July - December	50%
12897	Legislative Bills/Resolutions	24767	Assembly Bill 108	Relating to: a nuclear power siting study and time limits for taking final action on certain certificate of public convenience and necessity applications. (FE)	2025 July - December	10%
12897	Legislative Bills/Resolutions	24908	Assembly Bill 174	Relating to: transmission facilities; installation of large wind energy, large solar energy, and battery energy storage systems; installation of light-mitigating technology systems; and prioritizing nuclear energy resources. (FE)	2025 January - June	20%
12897	Legislative Bills/Resolutions	25813	Assembly Bill 559	Relating to: providing utility aid payments for certain energy storage facilities. (FE)	2025 July - December	10%
12899	Legislative Bills/Resolutions	24543	Senate Bill 23	Relating to: extension of eligibility under the Medical Assistance program for postpartum women. (FE)	2025 January - June	48%
12899	Legislative Bills/Resolutions	24543	Senate Bill 23	Relating to: extension of eligibility under the Medical Assistance program for postpartum women. (FE)	2025 July - December	20%
12899	Legislative Bills/Resolutions	24714	Assembly Bill 97	Relating to: extension of eligibility under the Medical Assistance program for postpartum women. (FE)	2025 January - June	48%
12899	Legislative Bills/Resolutions	24714	Assembly Bill 97	Relating to: extension of eligibility under the Medical Assistance program for postpartum women. (FE)	2025 July - December	20%
12899	Legislative Bills/Resolutions	24721	Assembly Bill 104	Relating to: prohibiting gender transition medical intervention for individuals under 18 years of age.	2025 January - June	1%
12899	Legislative Bills/Resolutions	24721	Assembly Bill 104	Relating to: prohibiting gender transition medical intervention for individuals under 18 years of age.	2025 July - December	5%
12899	Legislative Bills/Resolutions	24896	Assembly Bill 163	Relating to: redeterminations of eligibility for the Medical Assistance program and database confirmation for public assistance program eligibility. (FE)	2025 January - June	1%
12899	Legislative Bills/Resolutions	24896	Assembly Bill 163	Relating to: redeterminations of eligibility for the Medical Assistance program and database confirmation for public assistance program eligibility. (FE)	2025 July - December	5%
12899	Legislative Bills/Resolutions	24977	Senate Bill 211	Relating to: exempting tobacco bars from the public smoking ban.	2025 January - June	1%
12899	Legislative Bills/Resolutions	24977	Senate Bill 211	Relating to: exempting tobacco bars from the public smoking ban.	2025 July - December	5%
12899	Legislative Bills/Resolutions	25001	Assembly Bill 211	Relating to: exempting tobacco bars from the public smoking ban.	2025 January - June	1%
12899	Legislative Bills/Resolutions	25001	Assembly Bill 211	Relating to: exempting tobacco bars from the public smoking ban.	2025 July - December	5%
12899	Legislative Bills/Resolutions	25471	Senate Bill 405	Relating to: a civil cause of action for a minor injured by a gender transition procedure.	2025 July - December	5%
12899	Legislative Bills/Resolutions	25484	Assembly Bill 400	Relating to: a civil cause of action for a minor injured by a gender transition procedure.	2025 July - December	5%
12899	Legislative Bills/Resolutions	26152	Senate Bill 701	Relating to: funding for the Family Foundations home visitation program and making an appropriation. (FE)	2025 July - December	15%
12899	Legislative Bills/Resolutions	26192	Assembly Bill 711	Relating to: funding for the Family Foundations home visitation program and making an appropriation. (FE)	2025 July - December	15%
12900	Legislative Bills/Resolutions	24571	Assembly Bill 24	Relating to: county sheriff assistance with certain federal immigration functions. (FE)	2025 January - June	50%
12900	Legislative Bills/Resolutions	24635	Senate Bill 54	Relating to: requirements concerning assistance in the detention of individuals who are or are alleged to be not lawfully present in the United States.	2025 January - June	50%
12900	Legislative Bills/Resolutions	24635	Senate Bill 54	Relating to: requirements concerning assistance in the detention of individuals who are or are alleged to be not lawfully present in the United States.	2025 July - December	10%
12900	Legislative Bills/Resolutions	24638	Senate Bill 57	Relating to: county sheriff assistance with certain federal immigration functions. (FE)	2025 July - December	10%
12900	Legislative Bills/Resolutions	25195	Assembly Bill 281	Relating to: the employment eligibility verification program and granting rule-making authority. (FE)	2025 July - December	20%
12900	Legislative Bills/Resolutions	25222	Senate Bill 287	Relating to: the employment eligibility verification program and granting rule-making authority. (FE)	2025 July - December	20%
12900	Legislative Bills/Resolutions	25265	Assembly Bill 308	Relating to: prohibiting funding for health services for unlawfully present individuals. (FE)	2025 July - December	20%
12900	Topics Not Yet Assigned A Bill Or Rule Number	63453	Immigration - LRB 4475		2025 July - December	5%
12900	Topics Not Yet Assigned A Bill Or Rule Number	63454	Immigration - LRB 4215		2025 July - December	5%
12900	Topics Not Yet Assigned A Bill Or Rule Number	63455	Immigration - LRB 4207		2025 July - December	5%
12900	Topics Not Yet Assigned A Bill Or Rule Number	63456	Immigration LRB 4042		2025 July - December	5%
12902	Budget Bill Subjects	1231	Agriculture, Trade, and Consumer Protection: Agriculture Development Services		2025 January - June	5%
12902	Budget Bill Subjects	1295	Natural Resources: Departmentwide		2025 January - June	15%
12902	Budget Bill Subjects	1321	Tourism: Departmentwide		2025 January - June	20%
12902	Budget Bill Subjects	1321	Tourism: Departmentwide		2025 July - December	2%
12902	Legislative Bills/Resolutions	25201	Assembly Bill 287	Relating to: local regulation of pesticides to protect pollinators.	2025 July - December	2%
12902	Legislative Bills/Resolutions	25202	Assembly Bill 288	Relating to: labeling plants as beneficial to pollinators. (FE)	2025 July - December	2%
12902	Legislative Bills/Resolutions	25203	Assembly Bill 289	Relating to: ban on the use of certain insecticides by the Department of Natural Resources.	2025 July - December	2%
12902	Legislative Bills/Resolutions	25204	Assembly Bill 290	Relating to: special registration plates to support protecting pollinators and making an appropriation. (FE)	2025 July - December	2%
12902	Legislative Bills/Resolutions	25205	Assembly Bill 291	Relating to: native prairie and forage plants.	2025 July - December	2%
12902	Legislative Bills/Resolutions	25217	Assembly Bill 62	Relating to: designating June 2025 as Pollinator Awareness Month in Wisconsin.	2025 July - December	1%
12902	Legislative Bills/Resolutions	25227	Senate Bill 292	Relating to: local regulation of pesticides to protect pollinators.	2025 July - December	1%
12902	Legislative Bills/Resolutions	25228	Senate Bill 293	Relating to: native prairie and forage plants.	2025 July - December	1%
12902	Legislative Bills/Resolutions	25229	Senate Bill 294	Relating to: labeling plants as beneficial to pollinators. (FE)	2025 July - December	1%
12902	Legislative Bills/Resolutions	25232	Senate Bill 297	Relating to: special registration plates to support protecting pollinators and making an appropriation. (FE)	2025 July - December	1%
12902	Legislative Bills/Resolutions	25233	Senate Bill 298	Relating to: ban on the use of certain insecticides by the Department of Natural Resources.	2025 July - December	1%
12902	Legislative Bills/Resolutions	25239	Senate Bill 61	Relating to: designating June 2025 as Pollinator Awareness Month in Wisconsin.	2025 July - December	2%
12902	Legislative Bills/Resolutions	25306	Senate Bill 334	Relating to: designating the monarch butterfly as the state butterfly.	2025 January - June	10%
12902	Legislative Bills/Resolutions	25306	Senate Bill 334	Relating to: designating the monarch butterfly as the state butterfly.	2025 July - December	10%
12902	Legislative Bills/Resolutions	25346	Assembly Bill 322	Relating to: designating the monarch butterfly as the state butterfly.	2025 January - June	10%
12902	Legislative Bills/Resolutions	25346	Assembly Bill 322	Relating to: designating the monarch butterfly as the state butterfly.	2025 July - December	10%
12902	Legislative Bills/Resolutions	25669	Senate Bill 497	Relating to: outdoor advertising signs that do not conform to local ordinances and that are affected by certain transportation-related projects; compensation for takings of signs, and appraisals upon which jurisdictional offers are based. (FE)	2025 July - December	10%
12902	Legislative Bills/Resolutions	25718	Assembly Bill 502	Relating to: outdoor advertising signs that do not conform to local ordinances and that are affected by certain transportation-related projects; compensation for takings of signs, and appraisals upon which jurisdictional offers are based. (FE)	2025 July - December	10%
12902	Legislative Bills/Resolutions	25747	Senate Bill 525	Relating to: removal of vegetation obstructing outdoor advertising signs.	2025 July - December	15%
12902	Legislative Bills/Resolutions	25774	Assembly Bill 520	Relating to: highway signs for the Mount Horeb Veterans Memorial. (FE)	2025 July - December	5%
12902	Legislative Bills/Resolutions	25775	Assembly Bill 521	Relating to: removal of vegetation obstructing outdoor advertising signs.	2025 July - December	10%
12902	Topics Not Yet Assigned A Bill Or Rule Number	62618	"We will begin to explore the idea of what might be called ""Habitat Highways""...re-purposing some right of ways on the Wisconsin State Highway System.  Just a concept for now but will begin doing research."		2025 January - June	1%
12902	Topics Not Yet Assigned A Bill Or Rule Number	62618	"We will begin to explore the idea of what might be called ""Habitat Highways""...re-purposing some right of ways on the Wisconsin State Highway System.  Just a concept for now but will begin doing research."		2025 July - December	2%
12902	Topics Not Yet Assigned A Bill Or Rule Number	62619	CSW will work with the DATCP to help expand economic opportunities for additional sustainable farming in rural Wisconsin. We also will increase support for programs that promote agricultural tourism.		2025 January - June	10%
12902	Topics Not Yet Assigned A Bill Or Rule Number	62619	CSW will work with the DATCP to help expand economic opportunities for additional sustainable farming in rural Wisconsin. We also will increase support for programs that promote agricultural tourism.		2025 July - December	2%
12902	Topics Not Yet Assigned A Bill Or Rule Number	62620	Scenic Wisconsin will work with local units of government throughout the state to eventually amend some WDOT rules and procedures dealing with non confirming billboards.		2025 January - June	20%
12902	Topics Not Yet Assigned A Bill Or Rule Number	62620	Scenic Wisconsin will work with local units of government throughout the state to eventually amend some WDOT rules and procedures dealing with non confirming billboards.		2025 July - December	2%
12902	Topics Not Yet Assigned A Bill Or Rule Number	63289	Confirmation of Kristina Boardman as Secretary of the WDOT.		2025 January - June	2%
12902	Topics Not Yet Assigned A Bill Or Rule Number	63289	Confirmation of Kristina Boardman as Secretary of the WDOT.		2025 July - December	2%
12902	Topics Not Yet Assigned A Bill Or Rule Number	63290	Coordination, disseminate research and serve as a informational resource on projects with the various pollinator coalitions in Wisconsin.		2025 January - June	3%
12902	Topics Not Yet Assigned A Bill Or Rule Number	63290	Coordination, disseminate research and serve as a informational resource on projects with the various pollinator coalitions in Wisconsin.		2025 July - December	2%
12903	Budget Bill Subjects	1263	Health Services: Medicaid Services		2025 January - June	25%
