scan_page	row	x	y	w	h	conf	text
172	_header	1817	540	120	34	95	Agency
172	_header	1951	539	60	27	95	Has
172	_header	2023	536	157	35	96	Authority
172	_header	2193	539	39	26	96	to:
172	_header	2335	591	129	33	96	Request
172	_header	2476	587	96	30	96	Other
172	_header	2584	586	126	30	96	Official
172	_header	2837	597	23	29	74	If
172	_header	2872	598	121	35	96	Agency
172	_header	3005	597	119	28	96	Cannot
172	_header	3137	595	117	29	96	Initiate
172	_header	1850	638	108	48	95	Impose
172	_header	2295	628	365	54	17	___toProsecuteon
172	_header	2829	639	193	29	96	Prosecution
172	_header	3035	637	46	29	96	for
172	_header	3093	636	169	30	96	Violations
172	_header	1341	685	125	45	96	Conduct
172	_header	1601	684	106	44	85	impose
172	_header	1790	682	218	44	95	Administrative
172	_header	2121	685	59	29	96	File
172	_header	2821	690	42	20	96	on
172	_header	2877	682	38	27	95	Its
172	_header	2927	681	76	28	96	Own
172	_header	3016	678	162	34	96	Violation,
172	_header	3191	677	77	30	96	Who
172	_header	825	730	162	44	96	Subpoena
172	_header	1074	733	162	36	69	Subpoena
172	_header	1297	732	214	30	61	Administrative
172	_header	1546	730	213	30	93	Administrative
172	_header	1829	724	143	44	96	Penalties,
172	_header	2047	726	208	36	93	independent
172	_header	2309	725	180	35	94	Mandatory
172	_header	2538	724	220	34	94	Discretionary
172	_header	2851	724	81	27	96	Does
172	_header	2945	724	80	27	96	Have
172	_header	3038	720	157	35	96	Authority
172	_header	3208	723	32	27	96	to
172	_header	285	776	316	45	67	JurisdictionAgency
172	_header	825	773	165	44	96	Witnesses
172	_header	1092	771	129	45	96	Records
172	_header	1341	770	132	44	96	Hearings
172	_header	1617	768	77	44	96	Fines
172	_header	1829	773	118	27	51	Amount
172	_header	1957	772	17	29	51	$
172	_header	2036	771	93	27	77	Court
172	_header	2141	769	124	29	96	Actions
172	_header	2360	763	81	44	96	Basis
172	_header	2608	761	81	45	95	Basis
172	_header	2962	759	168	44	92	Prosecute:
172	Alabama	285	829	2986	27	13	a
172	Alabama	286	906	145	30	95	Alabama
172	Alabama	326	950	43	27	96	AL
172	Alabama	384	947	94	30	96	Ethics
172	Alabama	491	947	198	29	95	Commission
172	Alabama	893	960	29	4	34	—
172	Alabama	1142	958	29	4	38	—
172	Alabama	1398	943	13	13	65	*
172	Alabama	1639	955	29	4	33	—
172	Alabama	1888	953	29	4	34	—
172	Alabama	2137	951	29	5	27	—
172	Alabama	2385	950	29	4	26	—
172	Alabama	2642	934	12	13	86	*
172	Alabama	2824	933	140	32	96	Attorney
172	Alabama	2977	928	118	37	96	general
172	Alabama	3109	938	34	19	93	or
172	Alabama	3157	930	61	27	93	Dis-
172	Alabama	2824	974	67	27	96	trict
172	Alabama	2904	976	136	29	96	attorney
172	Alaska	288	1072	107	30	96	Alaska
172	Alaska	327	1116	47	27	96	AK
172	Alaska	390	1112	101	30	95	Public
172	Alaska	504	1112	119	30	96	Offices
172	Arizona	366	1152	199	43	96	Commission
172	Alaska	902	1154	12	12	39	*
172	Alaska	1151	1152	12	12	91	*
172	Alaska	1399	1150	13	13	56	.
172	Alaska	1648	1149	13	12	46	*
172	Alaska	1897	1147	13	13	58	*
172	Alaska	2146	1146	13	12	48	*
172	Alaska	2387	1158	28	3	18	_
172	Alaska	2643	1142	13	12	90	*
172	Alaska	2825	1141	140	32	96	Attorney
172	Alaska	2978	1137	118	36	96	general
172	Arizona	289	1239	128	28	96	Arizona
172	Arizona	330	1281	151	33	96	Secretary
172	Arizona	493	1278	33	29	93	of
172	Arizona	540	1279	100	28	88	State’s
172	Arizona	653	1277	104	29	95	Office
172	Arizona	877	1278	65	26	66	N.A.
172	Arizona	1126	1276	64	26	85	N.A.
172	Arizona	1374	1275	65	26	88	N.A.
172	Arizona	1623	1273	65	26	72	N.A.
172	Arizona	1872	1271	65	27	86	N.A.
172	Arizona	2120	1270	66	26	89	N.A.
172	Arizona	2369	1268	66	26	90	N.A.
172	Arizona	2618	1266	65	26	59	N.A.
172	Arkansas	290	1364	146	29	93	Arkansas
172	Arkansas	331	1407	150	33	96	Secretary
172	Arkansas	494	1404	33	29	93	of
172	Arkansas	541	1405	100	29	87	State’s
172	Arkansas	654	1402	104	31	96	Office
172	California	371	1447	147	29	96	Elections
172	California	533	1447	131	28	96	Division
172	California	896	1459	29	4	50	-
172	Arkansas	1145	1457	29	4	58	-
172	Arkansas	1394	1456	28	4	31	_
172	Arkansas	1642	1454	29	4	41	_
172	Arkansas	1891	1453	29	4	48	_
172	Arkansas	2140	1451	29	4	36	-
172	Arkansas	2389	1449	28	4	14	-
172	Arkansas	2637	1447	29	4	34	-
172	Arkansas	2827	1432	140	32	96	Attorney
172	Arkansas	2980	1428	118	36	96	general
172	California	290	1528	162	30	96	California
172	California	332	1572	56	28	96	Fair
172	California	402	1568	131	31	96	Political
172	California	549	1570	144	28	96	Practices
172	Colorado	330	1608	199	49	93	Commission
172	California	905	1611	12	12	74	*
172	California	1154	1609	12	13	83	*
172	California	1403	1608	12	12	88	*
172	California	1638	1605	39	32	85	(a)
172	California	1892	1618	29	4	40	_
172	California	2149	1603	12	12	85	*
172	California	2390	1615	28	4	48	_
172	California	2646	1600	13	12	79	*
172	Colorado	292	1695	150	30	96	Colorado
172	Colorado	333	1739	197	34	96	Department
172	Colorado	542	1735	32	30	96	of
172	Colorado	589	1736	79	29	96	State
172	Colorado	897	1749	29	5	38	-
172	Colorado	1146	1748	30	5	46	-
172	Colorado	1395	1746	29	5	30	_
172	Colorado	1644	1745	28	4	57	-
172	Colorado	1889	1717	32	44	42	—_
172	Colorado	2142	1742	28	4	39	_
172	Colorado	2390	1740	28	4	47	_
172	Colorado	2639	1738	28	4	58	_
172	Connecticut	292	1820	201	30	96	Connecticut
172	Connecticut	332	1863	43	28	96	CT
172	Connecticut	389	1862	81	29	96	State
172	Connecticut	485	1860	93	30	96	Ethics
172	Florida	371	1900	199	42	94	Commission
172	Connecticut	907	1902	12	12	86	*
172	Connecticut	1155	1901	13	12	74	.
172	Connecticut	1404	1899	12	12	43	*
172	Connecticut	1653	1898	12	12	63	*
172	Connecticut	1866	1891	87	42	96	1,000
172	Connecticut	2150	1895	13	12	84	*
172	Connecticut	2391	1907	29	4	47	_
172	Connecticut	2648	1891	12	13	88	*
172	Connecticut	2831	1889	100	28	89	State’s
172	Connecticut	2945	1891	135	30	95	attorney
172	Florida	294	1986	114	30	96	Florida
172	Florida	335	2030	34	27	96	FL
172	Florida	382	2029	199	29	95	Commission
172	Florida	595	2036	39	20	95	on
172	Florida	650	2026	94	29	96	Ethics
172	Florida	907	2028	13	11	69	*
172	Florida	1156	2026	12	12	90	*
172	Florida	1404	2025	13	12	91	*
172	Florida	1646	2036	29	5	19	_
172	Florida	1895	2034	29	5	11	—
172	Florida	2152	2020	11	12	59	*
172	Florida	2392	2031	29	5	27	—
172	Florida	2641	2030	29	4	51	_
172	Georgia	294	2111	130	36	96	Georgia
172	Georgia	335	2154	79	29	96	State
172	Georgia	429	2151	95	31	95	Ethics
172	Georgia	537	2152	199	30	96	Commission
172	Georgia	882	2144	65	45	78	N.A.
172	Georgia	1131	2142	65	45	87	N.A.
172	Georgia	1379	2140	65	45	80	N.A.
172	Georgia	1628	2139	65	45	85	N.A.
172	Georgia	1877	2137	66	45	85	N.A.
172	Georgia	2126	2135	65	45	88	N.A.
172	Georgia	2374	2142	66	26	89	N.A.
172	Georgia	2623	2140	65	27	82	N.A.
172	Hawaii	298	2235	112	29	95	Hawaii
172	Hawaii	337	2277	81	30	96	State
172	Hawaii	432	2276	95	31	96	Ethics
172	Hawaii	540	2279	198	29	96	Commission
172	Hawaii	909	2278	12	12	81	*
172	Hawaii	1157	2276	12	13	39	‘
172	Hawaii	1406	2275	12	12	88	*
172	Hawaii	1647	2286	29	5	33	—
172	Hawaii	1896	2285	29	5	28	_
172	Hawaii	2145	2284	29	4	27	-
172	Hawaii	2393	2282	29	4	63	-
172	Hawaii	2650	2266	12	13	85	*
172	Idaho	297	2361	93	30	72	Idaho
172	Idaho	337	2403	151	33	96	Secretary
172	Idaho	501	2402	31	28	93	of
172	Idaho	547	2403	100	28	88	State’s
172	Idaho	660	2402	105	29	96	Office
172	Idaho	884	2402	65	24	83	N.A.
172	Idaho	1151	2411	29	4	18	-
172	Idaho	1407	2398	12	12	72	*
172	Idaho	1656	2397	12	12	62	*
172	Idaho	1897	2408	29	4	34	_
172	Idaho	2146	2406	28	4	54	_
172	Idaho	2395	2405	28	4	77	_
172	Idaho	2652	2392	11	12	66	*
173	Illinois	6	595	94	273	0	3]B00*)
173	_footer	239	2226	32	71	49	LOI
173	Michigan	240	1901	35	281	0	szVIWUIaAOD
173	Massachusetts	242	1772	34	116	0	33N}7g
173	Massachusetts	242	1718	33	42	94	JO
173	Maryland	242	1550	34	156	37	OUND
173	Maine	243	1453	34	83	54	sy]
173	Maine	244	1427	31	14	81	/
173	Louisiana	243	1307	33	107	70	EMV]
173	Kentucky	243	1160	34	133	0	SOFGIY
173	Iowa	243	852	33	295	4	[eJUSUIUZIA0D
173	Indiana	242	789	24	52	87	UO
173	Illinois	243	619	33	157	0	JFOUNDD
173	_header	1633	178	102	26	95	TABLE
173	_header	1749	177	34	25	94	31
173	_header	1799	174	185	33	95	(continued)
173	_header	1261	218	189	28	96	LOBBYING:
173	_header	1462	215	238	28	96	COMPLIANCE
173	_header	1713	215	213	27	96	AUTHORITY
173	_header	1938	214	48	27	96	OF
173	_header	1999	213	167	28	96	SELECTED
173	_header	2179	212	175	28	96	AGENCIES
173	_header	1622	257	51	33	96	(As
173	_header	1683	254	34	31	96	of
173	_header	1728	257	127	33	95	January
173	_header	1868	256	24	32	95	1,
173	_header	1905	255	85	34	95	1990)
173	_header	309	317	455	28	7	ee
173	_header	775	317	372	28	7	ee
173	_header	1391	317	344	28	4	een
173	_header	1877	317	70	28	9	ee
173	_header	1989	317	346	28	4	een
173	_header	2798	317	374	28	19	EEE
173	_header	1846	386	121	35	95	Agency
173	_header	1981	385	60	28	95	Has
173	_header	2052	382	158	38	95	Authority
173	_header	2222	386	39	28	72	to:
173	_header	2364	441	129	34	95	Request
173	_header	2505	440	97	30	96	Other
173	_header	2614	439	126	31	96	Official
173	_header	2866	451	24	30	68	if
173	_header	2902	453	120	35	95	Agency
173	_header	3034	453	118	28	96	Cannot
173	_header	3166	451	116	29	96	Initiate
173	_header	1879	484	109	50	94	Impose
173	_header	2328	483	449	40	64	___toProsecuteon
173	_header	2756	479	63	53	8	>
173	_header	2859	494	192	29	78	Prosecution
173	_header	3064	493	46	29	95	for
173	_header	3122	493	169	29	96	Violations
173	_header	1371	532	125	44	96	Conduct
173	_header	1630	531	109	45	95	impose
173	_header	1820	530	217	44	95	Administrative
173	_header	2151	535	58	30	96	File
173	_header	2850	544	42	20	96	on
173	_header	2906	537	38	27	93	Its
173	_header	2956	536	76	27	96	Own
173	_header	3045	534	161	34	96	Violation,
173	_header	3219	532	77	31	96	Who
173	_header	854	575	163	44	95	Subpoena
173	_header	1103	579	163	35	85	Subpoena
173	_header	1326	579	214	29	65	Administrative
173	_header	1575	578	214	30	93	Administrative
173	_header	1863	573	134	44	96	Penalties
173	_header	2076	576	208	37	95	Independent
173	_header	2338	576	180	36	94	Mandatory
173	_header	2566	577	221	34	88	Discretionary
173	_header	2880	578	81	27	96	Does
173	_header	2974	578	80	27	96	Have
173	_header	3066	575	158	36	95	Authority
173	_header	3236	579	33	26	95	to
173	_header	312	616	319	45	14	Jurisdiction/Agency
173	_header	855	617	165	43	96	Witnesses
173	_header	1121	616	129	44	96	Records
173	_header	1370	617	133	43	96	Hearings
173	_header	1646	616	79	43	95	Fines
173	_header	1858	621	146	29	87	Amount$
173	_header	2065	621	94	27	89	Court
173	_header	2170	620	124	28	96	Actions
173	_header	2388	615	81	43	96	Basis
173	_header	2637	615	81	43	96	Basis
173	_header	2991	619	167	28	91	Prosecute:
173	Illinois	314	741	113	45	36	Illinois
173	Illinois	902	748	66	26	88	N.A.
173	Illinois	1170	761	29	5	32	-
173	Illinois	1419	761	29	4	18	—
173	Illinois	1667	761	29	4	26	-
173	Illinois	1916	760	30	4	45	-
173	Illinois	2165	760	29	4	16	—
173	Illinois	2413	759	29	5	46	_
173	Illinois	2662	759	29	4	32	_
173	Indiana	315	827	122	30	95	Indiana
173	Indiana	354	870	81	29	96	State
173	Indiana	449	869	95	30	96	Ethics
173	Indiana	557	870	199	29	96	Commission
173	Indiana	921	885	28	4	21	-
173	Indiana	1178	871	12	12	86	*
173	Indiana	1427	871	12	13	74	*
173	Indiana	1662	869	41	33	93	(b)
173	Indiana	1912	869	38	32	92	(c)
173	Indiana	2166	884	28	4	32	—
173	Indiana	2414	883	29	4	30	-
173	Indiana	2663	883	29	4	8	—
173	Iowa	315	955	76	28	87	lowa
173	Iowa	354	995	152	35	96	Secretary
173	Iowa	518	994	33	30	96	of
173	Iowa	564	994	52	30	96	the
173	Iowa	629	995	109	29	96	Senate
173	Iowa	928	997	13	12	87	*
173	Iowa	1178	997	12	12	83	*
173	Iowa	1413	994	41	33	91	(d)
173	Iowa	1668	1010	29	4	22	-
173	Iowa	1918	1009	28	4	39	_
173	Iowa	2166	1009	29	4	44	-
173	Iowa	2415	1008	28	4	50	—
173	Iowa	2664	1008	28	4	28	-
173	Kansas	314	1079	111	28	96	Kansas
173	Kansas	355	1119	41	29	96	KS
173	Kansas	411	1118	101	30	96	Public
173	Kansas	527	1118	170	30	96	Disclosure
173	Kentucky	392	1157	200	42	95	Commission
173	Kansas	929	1163	13	12	90	*
173	Kansas	1179	1163	12	12	62	*
173	Kansas	1427	1162	13	13	48	*
173	Kentucky	1663	1161	39	32	67	(e)
173	Kentucky	1917	1175	29	5	14	_
173	Kentucky	2166	1175	29	4	16	-
173	Kentucky	2415	1175	29	4	17	-
173	Kansas	2664	1174	29	5	50	_
173	Kansas	2853	1161	140	31	96	Attorney
173	Kansas	3007	1157	117	35	96	general
173	Kentucky	315	1240	152	43	96	Kentucky
173	Kentucky	903	1246	65	26	81	N.A.
173	Kentucky	1152	1246	66	26	79	N.A.
173	Kentucky	1401	1245	65	27	35	NA.
173	Kentucky	1650	1245	65	26	69	N.A.
173	Kentucky	1899	1245	65	26	58	N.A.
173	Kentucky	2147	1245	65	26	83	N.A.
173	Kentucky	2396	1244	65	27	80	N.A.
173	Kentucky	2645	1244	65	26	65	N.A.
173	Louisiana	312	1323	162	43	96	Louisiana
173	Louisiana	921	1342	30	4	15	-
173	Louisiana	1171	1342	29	4	21	—
173	Louisiana	1419	1341	30	5	59	_
173	Louisiana	1668	1341	29	4	20	-
173	Louisiana	1917	1341	29	4	28	—
173	Louisiana	2165	1341	30	4	39	—
173	Louisiana	2414	1340	29	5	35	—
173	Louisiana	2664	1340	29	4	43	-
173	Louisiana	2855	1326	45	27	96	No
173	Louisiana	2913	1326	189	33	95	sanctioning
173	Maine	315	1410	103	29	96	Maine
173	Maine	355	1452	152	35	96	Secretary
173	Maine	519	1451	33	29	93	of
173	Maine	566	1452	101	29	89	State’s
173	Maine	680	1451	112	33	96	Office,
173	Maine	395	1495	132	27	96	Division
173	Maine	540	1493	34	29	95	of
173	Maine	588	1493	101	29	96	Public
173	Maryland	393	1530	244	45	95	Administration
173	Maryland	922	1550	29	4	50	-
173	Maryland	1171	1550	29	4	42	—
173	Maryland	1420	1550	29	4	27	—
173	Maryland	1666	1533	34	33	93	(f)
173	Maryland	1917	1549	29	5	26	_
173	Maryland	2165	1550	29	4	36	-
173	Maryland	2414	1549	29	4	17	—
173	Maryland	2663	1548	29	4	37	—
173	Maryland	2853	1534	140	33	96	Attorney
173	Maryland	3006	1531	117	36	96	general
173	Maryland	314	1616	158	36	96	Maryland
173	Maryland	355	1659	81	30	96	State
173	Maryland	450	1658	95	30	96	Ethics
173	Maryland	558	1659	199	29	96	Commission
173	Maryland	931	1660	12	12	90	*
173	Maryland	1179	1660	13	12	73	*
173	Maryland	1428	1659	12	13	83	*
173	Maryland	1664	1658	38	34	92	(g)
173	Maryland	1912	1659	39	34	91	(g)
173	Maryland	2173	1660	13	12	87	*
173	Maryland	2422	1659	12	12	83	*
173	Maryland	2664	1671	28	5	27	-
173	Maryland	2855	1654	94	30	96	Ethics
173	Maryland	2962	1656	198	28	94	Commission
173	Maryland	3174	1664	33	20	94	or
173	Maryland	3220	1659	76	25	96	state
173	Massachusetts	2854	1701	173	31	96	prosecutor
173	Massachusetts	315	1783	235	30	95	Massachusetts
173	Massachusetts	355	1826	151	34	96	Secretary
173	Massachusetts	519	1825	33	29	93	of
173	Massachusetts	566	1826	101	29	84	State’s
173	Massachusetts	680	1824	112	33	96	Office,
173	Massachusetts	395	1867	133	28	96	Division
173	Massachusetts	541	1865	33	30	96	of
173	Massachusetts	589	1865	101	30	96	Public
173	Michigan	394	1907	128	31	96	Records
173	Michigan	923	1922	29	4	38	_
173	Michigan	1172	1922	29	4	23	—
173	Michigan	1429	1907	13	13	85	*
173	Michigan	1664	1905	40	34	92	(h)
173	Michigan	1918	1906	30	32	96	(i)
173	Michigan	2165	1899	31	45	0	(i)
173	Michigan	2415	1920	29	4	28	-
173	Michigan	2672	1905	13	12	63	*
173	Michigan	2853	1905	140	33	96	Attorney
173	Michigan	3006	1902	118	36	96	general
173	Michigan	315	1992	154	36	95	Michigan
173	Michigan	356	2035	86	34	96	Dept.
173	Michigan	457	2033	33	29	96	of
173	Michigan	504	2034	88	32	95	State,
173	Michigan	608	2034	114	27	95	Bureau
173	Michigan	393	2075	33	30	96	of
173	Michigan	441	2074	149	31	96	Elections
173	Michigan	924	2088	29	4	26	—
173	Michigan	1174	2087	29	5	35	-
173	Michigan	1430	2074	12	12	91	*
173	Michigan	1665	2071	39	33	92	(k)
173	Michigan	1918	2070	31	33	16	())
173	Michigan	2167	2086	29	4	52	-
173	Michigan	2416	2085	28	4	50	-
173	Michigan	2672	2071	13	12	62	*
173	Michigan	2854	2071	139	32	96	Attorney
173	Michigan	3006	2068	117	35	96	general
173	Minnesota	313	2159	173	29	95	Minnesota
173	Minnesota	313	2202	59	27	95	MN
173	Minnesota	388	2199	111	30	96	Ethical
173	Minnesota	515	2200	145	28	96	Practices
173	Minnesota	676	2197	95	30	96	Board
173	Minnesota	931	2200	12	12	32	*
173	Minnesota	1180	2199	13	12	78	*
173	Minnesota	1423	2212	28	4	17	—
173	Minnesota	1659	2195	51	33	92	(m)
173	Minnesota	1914	2195	40	32	93	(n)
173	Minnesota	2176	2195	12	12	78	*
173	Minnesota	2416	2208	29	4	29	_
173	Minnesota	2673	2194	12	12	69	*
173	Minnesota	2854	2193	195	33	96	Appropriate
173	Minnesota	3064	2191	54	29	93	law
173	Minnesota	3131	2191	132	30	93	enforce-
173	Minnesota	2854	2237	83	24	96	ment
173	Minnesota	2950	2232	174	30	95	authorities
174	_header	6	598	94	274	0	3]B00*)
174	Mississippi	238	840	32	97	21	OG6T
174	_header	236	716	33	107	67	YOO”
174	_header	236	613	32	89	0	21
174	_header	236	439	33	161	72	TADOD
174	_header	236	327	32	70	44	PBT
174	_header	1620	290	103	27	95	TABLE
174	_header	1737	290	33	27	96	31
174	_header	1787	287	186	36	96	(continued)
174	_header	1248	332	190	29	95	LOBBYING:
174	_header	1450	331	239	29	96	COMPLIANCE
174	_header	1702	331	213	28	96	AUTHORITY
174	_header	1927	331	48	28	96	OF
174	_header	1989	330	167	29	96	SELECTED
174	_header	2169	330	176	28	95	AGENCIES
174	_header	1612	374	51	33	96	(As
174	_header	1673	372	34	29	94	of
174	_header	1718	374	127	32	96	January
174	_header	1858	374	25	31	96	1,
174	_header	1896	373	85	33	96	1990)
174	_header	1837	499	121	33	96	Agency
174	_header	1972	498	60	28	95	Has
174	_header	2044	495	157	36	96	Authority
174	_header	2214	499	39	26	96	to:
174	_header	2355	552	129	33	95	Request
174	_header	2496	549	96	30	96	Other
174	_header	2605	548	126	30	96	Official
174	_header	2857	560	24	29	70	If
174	_header	2893	562	120	34	96	Agency
174	_header	3026	561	118	28	95	Cannot
174	_header	3158	560	117	29	89	initiate
174	_header	1869	597	110	47	92	Impose
174	_header	2316	589	365	54	35	___toProsecuteon
174	_header	2850	602	193	29	96	Prosecution
174	_header	3056	601	46	29	96	for
174	_header	3114	600	169	31	96	Violations
174	_header	1361	643	125	44	96	Conduct
174	_header	1621	642	106	44	94	impose
174	_header	1810	641	217	44	90	Administrative
174	_header	2141	645	59	29	96	File
174	_header	2841	652	42	20	94	on
174	_header	2897	645	38	28	94	Its
174	_header	2947	644	77	28	95	Own
174	_header	3037	642	162	34	95	Violation,
174	_header	3211	642	77	30	96	Who
174	_header	844	687	163	44	96	Subpoena
174	_header	1093	690	163	36	87	Subpoena
174	_header	1317	689	213	30	79	Administrative
174	_header	1565	688	213	30	90	Administrative
174	_header	1853	683	134	44	96	Penalties
174	_header	2067	686	208	36	90	Independent
174	_header	2329	686	180	35	93	Mandatory
174	_header	2557	686	221	34	91	Discretionary
174	_header	2871	687	81	27	96	Does
174	_header	2965	686	81	28	96	Have
174	_header	3058	684	158	36	96	Authority
174	_header	3228	687	33	27	96	to
174	_header	304	729	317	44	90	JurisdictionAgency
174	_header	841	729	169	43	96	Witnesses
174	_header	1111	727	129	44	95	Records
174	_header	1360	728	133	42	96	Hearings
174	_header	1636	727	79	43	96	Fines
174	_header	1849	731	145	28	90	Amount$
174	_header	2055	730	93	28	91	Court
174	_header	2160	729	125	29	96	Actions
174	_header	2380	729	80	28	96	Basis
174	_header	2628	724	81	43	95	Basis
174	_header	2982	728	168	27	92	Prosecute:
174	Mississippi	306	859	175	34	96	Mississippi
174	Mississippi	346	901	150	34	96	Secretary
174	Mississippi	509	899	33	30	93	of
174	Mississippi	556	900	101	29	88	State’s
174	Mississippi	670	898	104	30	96	Office
174	Mississippi	911	915	29	4	21	_
174	Mississippi	1160	914	30	4	52	-
174	Mississippi	1410	914	28	4	27	—
174	Mississippi	1658	913	29	4	57	-
174	Mississippi	1907	912	29	4	16	-
174	Mississippi	2155	911	29	4	28	_
174	Mississippi	2413	896	12	13	83	*
174	Mississippi	2653	909	29	5	50	-
174	Mississippi	2843	895	140	32	96	Attorney
174	Mississippi	2996	892	119	36	96	general
174	Missouri	306	979	138	46	96	Missouri
174	Missouri	893	983	66	26	88	N.A.
174	Missouri	1142	982	66	27	91	N.A.
174	Missouri	1392	981	65	27	73	N.A.
174	Missouri	1640	981	65	26	90	N.A.
174	Missouri	1889	980	65	26	88	N.A.
174	Missouri	2137	979	66	27	90	N.A.
174	Missouri	2387	979	65	26	80	N.A.
174	Missouri	2636	978	65	26	89	N.A.
174	Montana	307	1069	144	27	96	Montana
174	Montana	345	1109	125	29	87	Commr.
174	Montana	484	1106	33	30	96	of
174	Montana	531	1106	131	29	96	Political
174	Nebraska	348	1150	143	29	96	Practices
174	Nebraska	912	1164	29	4	43	_
174	Nebraska	1161	1163	29	4	35	_
174	Nebraska	1410	1162	29	4	41	_
174	Montana	1663	1161	19	5	20	-
174	Montana	1907	1161	29	4	81	_
174	Montana	2164	1147	12	12	87	*
174	Montana	2405	1159	29	5	89	_
174	Montana	2654	1159	29	4	85	_
174	Nebraska	308	1231	151	31	96	Nebraska
174	Nebraska	348	1275	43	27	96	NE
174	Nebraska	406	1272	241	36	93	Accountability
174	Nebraska	659	1274	23	28	93	&
174	Nebraska	387	1314	170	31	96	Disclosure
174	Nebraska	569	1315	198	29	95	Commission
174	Nebraska	921	1316	12	12	88	*
174	Nebraska	1169	1315	13	13	81	*
174	Nebraska	1419	1314	12	13	86	*
174	Nebraska	1653	1313	41	32	45	(0)
174	Nebraska	1902	1312	41	34	89	(p)
174	Nebraska	2164	1313	13	12	69	*
174	Nebraska	2405	1326	29	4	44	-
174	Nebraska	2662	1311	13	12	76	*
174	Nebraska	2844	1311	140	33	96	Attorney
174	Nebraska	2997	1307	119	37	96	general
174	Nevada	309	1399	120	30	96	Nevada
174	Nevada	348	1440	170	36	93	Legislative
174	Nevada	530	1439	130	30	95	Counsel
174	Nevada	677	1441	113	27	96	Bureau
174	Nevada	921	1441	12	12	82	*
174	Nevada	1170	1441	12	12	73	*
174	Nevada	1410	1453	29	5	36	-
174	Nevada	1659	1453	29	4	24	—
174	Nevada	1908	1452	29	4	26	—
174	Nevada	2156	1451	29	5	28	_
174	Nevada	2406	1451	28	4	30	-
174	Nevada	2650	1430	33	44	12	—-
174	Nevada	2844	1436	140	33	96	Attorney
174	Nevada	2997	1433	119	36	96	general
174	New Hampshire	309	1524	71	28	96	New
174	New Hampshire	393	1521	176	36	96	Hampshire
174	New Hampshire	347	1565	151	34	96	Secretary
174	New Hampshire	511	1563	32	29	93	of
174	New Hampshire	558	1564	101	29	91	State’s
174	New Hampshire	671	1562	105	30	96	Office
174	New Hampshire	913	1578	29	5	41	_
174	New Hampshire	1162	1578	28	4	15	—
174	New Hampshire	1411	1577	28	4	5	-
174	New Hampshire	1659	1576	29	4	21	_
174	New Hampshire	1908	1576	29	4	21	_
174	New Hampshire	2157	1575	28	4	20	_
174	New Hampshire	2406	1575	29	4	37	—
174	New Hampshire	2655	1574	28	4	44	-
174	New Hampshire	2845	1560	140	33	96	Attorney
174	New Hampshire	2998	1557	118	36	96	general
174	New Jersey	308	1649	72	28	95	New
174	New Jersey	391	1649	96	33	80	jersey
174	New Jersey	348	1691	35	31	85	NJ
174	New Jersey	402	1688	131	30	95	Election
174	New Jersey	548	1690	61	27	96	Law
174	New Jersey	388	1730	208	30	96	Enforcement
174	New Jersey	608	1731	199	29	95	Commission
174	New Mexico	913	1745	29	5	40	-
174	New Mexico	1162	1745	29	4	21	-
174	New Mexico	1411	1744	29	5	67	=
174	New Mexico	1654	1729	40	34	91	(q)
174	New Jersey	1908	1743	30	4	40	—
174	New Jersey	2157	1743	29	4	29	_
174	New Jersey	2406	1714	32	47	32	—_
174	New Jersey	2655	1741	29	5	27	_
174	New Mexico	308	1815	72	28	96	New
174	New Mexico	392	1813	119	29	96	Mexico
174	New Mexico	895	1814	65	26	59	N.A.
174	New Mexico	1143	1813	66	27	77	N.A.
174	New Mexico	1392	1812	66	27	87	N.A.
174	New Mexico	1641	1812	65	26	83	N.A.
174	New Mexico	1890	1811	66	27	59	NLA.
174	New Mexico	2139	1811	66	26	85	N.A.
174	New Mexico	2388	1810	65	27	66	N.A.
174	New Mexico	2637	1810	65	26	90	N.A.
174	New York	309	1898	71	28	96	New
174	New York	391	1896	71	30	96	York
174	New York	348	1940	46	27	96	NY
174	New York	408	1938	81	29	96	State
174	New York	500	1939	200	28	96	Commission
174	North Carolina	386	1988	40	20	96	on
174	North Carolina	441	1979	148	36	96	Lobbying
174	New York	921	1981	13	13	78	*
174	North Carolina	1162	1994	29	5	49	-
174	New York	1419	1980	13	13	86	*
174	North Carolina	1659	1993	30	5	31	_
174	New York	1917	1979	12	12	86	*
174	North Carolina	2158	1992	28	4	14	—
174	North Carolina	2407	1991	29	5	59	—
174	North Carolina	2655	1991	29	4	26	_
174	North Carolina	309	2061	95	31	96	North
174	North Carolina	415	2061	140	31	96	Carolina
174	North Carolina	348	2104	152	36	96	Secretary
174	North Carolina	511	2103	34	31	93	of
174	North Carolina	559	2104	100	30	89	State’s
174	North Carolina	672	2103	105	30	96	Office
174	North Carolina	914	2118	29	5	52	-
174	North Carolina	1162	2118	29	5	0	—
174	North Carolina	1411	2117	30	5	79	-
174	North Carolina	1658	2102	33	33	87	(r)
174	North Carolina	1906	2102	35	33	81	(s)
174	North Carolina	2158	2116	29	5	38	-
174	North Carolina	2415	2102	12	12	65	*
174	North Carolina	2656	2115	29	4	7	-
174	North Carolina	2844	2100	33	32	92	(t)
174	North Dakota	309	2187	95	31	96	North
174	North Dakota	417	2187	115	30	96	Dakota
