report_period	filing_id	principal_name	principal_id	lobbyist_name	lobbyist_id	position_kind	bill_label_raw	bill_label_normalized	bill_class	bill_id	bill_title	position_description	num_primary_sponsors	sponsor_lawmaker_id	sponsor_lawmaker_name	sponsor_role	confidence
2026-01-01..2026-04-30	20260521LUPA1502242	Greater Cleveland Sports Commission	org-greater-cleveland-sports-commission	Jackson Bergdoll	person-jackson-bergdoll	bill_referenced	HB 255	HB 255	bill	ocd-bill/334d2202-ddf5-418e-9c0b-7c3223da9d09	Create the Ohio Sports Commission	Create the Ohio Sports Commission	2	ocd-person/fb957ddc-f41c-400d-ae32-47f7e729555b	Melanie Miller	primary	direct
2026-01-01..2026-04-30	20260521LUPA1502242	Greater Cleveland Sports Commission	org-greater-cleveland-sports-commission	Jackson Bergdoll	person-jackson-bergdoll	bill_referenced	HB 255	HB 255	bill	ocd-bill/334d2202-ddf5-418e-9c0b-7c3223da9d09	Create the Ohio Sports Commission	Create the Ohio Sports Commission	2	ocd-person/74c1210d-fb56-4522-8d3a-0a2bb08c972b	Dontavius L. Jarrells	primary	direct
2026-01-01..2026-04-30	20260521LUPA1502316	Alvis, Inc.	org-alvis-inc	Andrew Minton	person-andrew-minton	bill_referenced	HB 730	HB 730	bill	ocd-bill/6f719352-1c73-48d2-a7d8-fefd4184dbda	Make capital reappropriations for biennium ending June 30, 2028	Make capital reappropriations for biennium ending June 30, 2028	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2026-01-01..2026-04-30	20260526EUPA1506792	Ohio Distiller's Guild	org-ohio-distiller-s-guild	Charles H Gerhardt, III	person-charles-h-gerhardt-iii	subject_general	Commerce	Commerce	subject			activities related to liquor storage and liquor sampling and activities related to direct-to consumer sales	0				subject_only
2026-01-01..2026-04-30	20260526EUPA1506792	Ohio Distiller's Guild	org-ohio-distiller-s-guild	Charles H Gerhardt, III	person-charles-h-gerhardt-iii	subject_general	Fire Marshall	Fire Marshall	subject			activities related to liquor storage and liquor sampling	0				subject_only
2026-01-01..2026-04-30	20260526EUPA1508506	Southwest Ohio Regional Transit Authority	org-southwest-ohio-regional-transit-authority	James T Benedict	person-james-t-benedict	subject_general	Transportation	Transportation	subject			Activities related to transportation and operating budgets — Governor	0				subject_only
2026-01-01..2026-04-30	20260526EUPA1508506	Southwest Ohio Regional Transit Authority	org-southwest-ohio-regional-transit-authority	James T Benedict	person-james-t-benedict	subject_general	Transportation	Transportation	subject			Activities related to transportation and operating budgets — Transportation (agency)	0				subject_only
2026-01-01..2026-04-30	20260526LUPA1506034	Ohio Hospital Association	org-ohio-hospital-association	Mike Abrams	person-mike-abrams	bill_referenced	CB DOH0105168	CB DOH0105168	unmatched				0				unmatched
2026-01-01..2026-04-30	20260526LUPA1506034	Ohio Hospital Association	org-ohio-hospital-association	Mike Abrams	person-mike-abrams	bill_referenced	HB 589	HB 589	bill	ocd-bill/63c8a3da-eb2e-4a9a-886d-eddaab82b7cb	Regards contracts between health insurers, health care providers	Regards contracts between health insurers, health care providers	1	ocd-person/b04e2962-e7c6-46b8-9a99-d7a6d3a32717	Adam Mathews	primary	direct
2026-01-01..2026-04-30	20260526LUPA1506034	Ohio Hospital Association	org-ohio-hospital-association	Mike Abrams	person-mike-abrams	bill_referenced	HB 730	HB 730	bill	ocd-bill/6f719352-1c73-48d2-a7d8-fefd4184dbda	Make capital reappropriations for biennium ending June 30, 2028	Make capital reappropriations for biennium ending June 30, 2028	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	HB 1	HB 1	bill	ocd-bill/5d465c11-0107-45e7-a22a-68dd6295898d	Enact Ohio Property Protection Act	Enact Ohio Property Protection Act	2	ocd-person/73e72147-0d40-4478-bbf6-3419f0e00b46	Roy Klopfenstein	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	HB 1	HB 1	bill	ocd-bill/5d465c11-0107-45e7-a22a-68dd6295898d	Enact Ohio Property Protection Act	Enact Ohio Property Protection Act	2	ocd-person/4ed8184a-01ff-4bdc-a06c-cbf8b4c73fd6	Angela N. King	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	HB 12	HB 12	bill	ocd-bill/f43567bb-674b-4060-a934-182e8d23d75d	Enact the Jeff, Dave, and Angie Patient Right to Try Act	Enact the Jeff, Dave, and Angie Patient Right to Try Act	2	ocd-person/cb2ddd04-e5b0-4c96-b217-d02b732eb896	D. J. Swearingen	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	HB 12	HB 12	bill	ocd-bill/f43567bb-674b-4060-a934-182e8d23d75d	Enact the Jeff, Dave, and Angie Patient Right to Try Act	Enact the Jeff, Dave, and Angie Patient Right to Try Act	2	ocd-person/4817cf28-df1f-4ccc-bc09-25809222e530	Jennifer Gross	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	HB 172	HB 172	bill	ocd-bill/1f30bab5-5835-4dff-9c51-250b2e4f5092	Prohibit mental health service to minors without parental consent	Prohibit mental health service to minors without parental consent	1	ocd-person/9d7cc971-9ed9-4918-b93f-39d41d35e565	Johnathan Newman	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	HB 214	HB 214	bill	ocd-bill/f0070aae-3379-416b-bf86-f23f64365eea	Require Medicaid, health insurers report on prior authorization	Require Medicaid, health insurers report on prior authorization	1	ocd-person/cefb7a31-f46c-4145-9f38-901be3b70e60	Kevin D. Miller	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	HB 220	HB 220	bill	ocd-bill/4ad01ea6-c534-4777-b66c-c45bf65221bd	Regards health insurance, Medicaid prior authorization	Regards health insurance, Medicaid prior authorization	1	ocd-person/098614cd-1972-4b98-ade6-4f5fa7cefe5b	Heidi Workman	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	HB 276	HB 276	bill	ocd-bill/ca897e31-c75a-455e-853e-1bdfb5d9e15e	Prohibit certain actions re: reimbursing 340B covered entities	Prohibit certain actions re: reimbursing 340B covered entities	2	ocd-person/78912d95-3dac-4487-810a-74be41508ebb	Adam Holmes	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	HB 276	HB 276	bill	ocd-bill/ca897e31-c75a-455e-853e-1bdfb5d9e15e	Prohibit certain actions re: reimbursing 340B covered entities	Prohibit certain actions re: reimbursing 340B covered entities	2	ocd-person/e4f9416c-1043-4737-899e-31410e94af1d	Marilyn John	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	SB 11	SB 11	bill	ocd-bill/22c54d3e-efce-477c-97d2-916f4710a6c0	Prohibit post-employment agreement restraining career or business	Prohibit post-employment agreement restraining career or business	2	ocd-person/bdc3493a-a22f-4a6b-b50e-b590216d8cfd	William P. DeMora	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	SB 11	SB 11	bill	ocd-bill/22c54d3e-efce-477c-97d2-916f4710a6c0	Prohibit post-employment agreement restraining career or business	Prohibit post-employment agreement restraining career or business	2	ocd-person/5a9b2a16-6827-4e00-961a-f3de39538749	Louis W. Blessing, III	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	SB 88	SB 88	bill	ocd-bill/4cc9b08c-3b2e-4858-bb03-805c84e0fcba	Enact the Ohio Property Protection Act	Enact the Ohio Property Protection Act	1	ocd-person/57300c34-0e2d-4e85-bdce-c4fb8c781541	Terry Johnson	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	SB 209	SB 209	bill	ocd-bill/4148e75c-7e89-4bef-89a4-8c2d010ab8ce	Enact the Jeff, Dave, and Angie Patient Right to Try Act	Enact the Jeff, Dave, and Angie Patient Right to Try Act	2	ocd-person/79af20c0-6eb6-44a2-ba79-9c7e5e10ea04	Michele Reynolds	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	SB 209	SB 209	bill	ocd-bill/4148e75c-7e89-4bef-89a4-8c2d010ab8ce	Enact the Jeff, Dave, and Angie Patient Right to Try Act	Enact the Jeff, Dave, and Angie Patient Right to Try Act	2	ocd-person/6a1fc3b1-ebfd-47b7-adec-ddcd84d137c9	Al Cutrona	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	SB 274	SB 274	bill	ocd-bill/8ec372e8-fd1a-4616-9b99-3b5bcff527a1	Prohibit minor mental health services without parental consent	Prohibit minor mental health services without parental consent	2	ocd-person/c61c8eaf-1de9-419d-a5dc-c96787315578	Andrew O. Brenner	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	SB 274	SB 274	bill	ocd-bill/8ec372e8-fd1a-4616-9b99-3b5bcff527a1	Prohibit minor mental health services without parental consent	Prohibit minor mental health services without parental consent	2	ocd-person/b27fdceb-e9c1-46b8-9fc2-323c3f6f784c	Jerry C. Cirino	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	SB 301	SB 301	bill	ocd-bill/2a132df2-f42f-4b52-a68c-9cee35db2b6f	Regards noncompete clauses in health care employment contracts	Regards noncompete clauses in health care employment contracts	1	ocd-person/57300c34-0e2d-4e85-bdce-c4fb8c781541	Terry Johnson	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	SB 352	SB 352	bill	ocd-bill/56c0c8c7-f908-43e3-83b9-b693eb1e78ce	Regards behavioral health screenings in the perinatal period	Regards behavioral health screenings in the perinatal period	2	ocd-person/c3b1dc5e-4913-4e2f-b2a8-4db5b3faa1bd	Jane M. Timken	primary	direct
2026-01-01..2026-04-30	20260526LUPA1507534	Cincinnati Children's Hospital Medical Center	org-cincinnati-children-s-hospital-medical-center	Alana Tucker	person-alana-tucker	bill_referenced	SB 352	SB 352	bill	ocd-bill/56c0c8c7-f908-43e3-83b9-b693eb1e78ce	Regards behavioral health screenings in the perinatal period	Regards behavioral health screenings in the perinatal period	2	ocd-person/d7949531-f267-4e99-9611-87b3ec3e04ac	Casey Weinstein	primary	direct
2026-01-01..2026-04-30	20260526LUPA1509028	Xavier University	org-xavier-university	Ronald Romito	person-ronald-romito	bill_referenced	HB 319	HB 319	bill	ocd-bill/887b1680-4041-40e5-b322-9ea1b6dc5929	Enact the Clinical Teaching Subsidy Reform Act	Enact the Clinical Teaching Subsidy Reform Act	1	ocd-person/d2ecec1d-db13-4a47-836b-9e75f3a31c78	Tom Young	primary	direct
2026-01-01..2026-04-30	20260526LUPA1509028	Xavier University	org-xavier-university	Ronald Romito	person-ronald-romito	bill_referenced	HB 476	HB 476	bill	ocd-bill/4cff84fd-20da-4ce8-b0d0-dacbbeefaec4	Authorize online raffles under the Charitable Gaming Law	Authorize online raffles under the Charitable Gaming Law	2	ocd-person/170299dd-f2e4-463e-8b8b-ea3b75946120	David Thomas	primary	direct
2026-01-01..2026-04-30	20260526LUPA1509028	Xavier University	org-xavier-university	Ronald Romito	person-ronald-romito	bill_referenced	HB 476	HB 476	bill	ocd-bill/4cff84fd-20da-4ce8-b0d0-dacbbeefaec4	Authorize online raffles under the Charitable Gaming Law	Authorize online raffles under the Charitable Gaming Law	2	ocd-person/75257af6-5d83-4d3b-b127-744aaa377c9f	Meredith Craig	primary	direct
2026-01-01..2026-04-30	20260526LUPA1509028	Xavier University	org-xavier-university	Ronald Romito	person-ronald-romito	bill_referenced	SB 144	SB 144	bill	ocd-bill/21316e11-3643-4ac4-b6f8-2902754dacb0	Regards educator license grade bands	Regards educator license grade bands	1	ocd-person/94ba65dd-57c5-4ab0-b607-5e310d50cae0	Catherine D. Ingram	primary	direct
2026-01-01..2026-04-30	20260527LUPA1509802	Edmentum	org-edmentum	Madison Whalen	person-madison-whalen	bill_referenced	SB 19	SB 19	bill	ocd-bill/bd9f4b71-4556-46ab-8bda-e6919ff5a4e4	Regards academic intervention, math improvement and intervention	Regards academic intervention, math improvement and intervention	1	ocd-person/c61c8eaf-1de9-419d-a5dc-c96787315578	Andrew O. Brenner	primary	direct
2026-01-01..2026-04-30	20260527LUPA1509802	Edmentum	org-edmentum	Madison Whalen	person-madison-whalen	bill_referenced	SB 328	SB 328	bill	ocd-bill/41e1110f-9743-4926-a8a8-bb7c9f9f48d3	Regards Education and Workforce Return on Investment Initiative	Regards Education and Workforce Return on Investment Initiative	1	ocd-person/f2e79c7c-7e3a-496d-8f87-d43b62eb54a5	Kyle Koehler	primary	direct
2026-01-01..2026-04-30	20260527LUPA1511478	Groundwork Ohio	org-groundwork-ohio	Jimmy Wolf	person-jimmy-wolf	bill_referenced	HB 647	HB 647	bill	ocd-bill/a33f386d-682e-430e-96cc-74ee30d7e0bb	Regards publicly funded child care, the Child Care Cred Program	Regards publicly funded child care, the Child Care Cred Program	2	ocd-person/d2ecec1d-db13-4a47-836b-9e75f3a31c78	Tom Young	primary	direct
2026-01-01..2026-04-30	20260527LUPA1511478	Groundwork Ohio	org-groundwork-ohio	Jimmy Wolf	person-jimmy-wolf	bill_referenced	HB 647	HB 647	bill	ocd-bill/a33f386d-682e-430e-96cc-74ee30d7e0bb	Regards publicly funded child care, the Child Care Cred Program	Regards publicly funded child care, the Child Care Cred Program	2	ocd-person/1e218942-95f6-43fe-b935-b19ab70fd5fc	Phil Plummer	primary	direct
2026-01-01..2026-04-30	20260527LUPA1511478	Groundwork Ohio	org-groundwork-ohio	Jimmy Wolf	person-jimmy-wolf	bill_referenced	HB 649	HB 649	bill	ocd-bill/702087ed-f266-4d52-a35c-7d6b7d7ac0eb	Enact the Child Care Fraud Prevention Act	Enact the Child Care Fraud Prevention Act	2	ocd-person/cb2ddd04-e5b0-4c96-b217-d02b732eb896	D. J. Swearingen	primary	direct
2026-01-01..2026-04-30	20260527LUPA1511478	Groundwork Ohio	org-groundwork-ohio	Jimmy Wolf	person-jimmy-wolf	bill_referenced	HB 649	HB 649	bill	ocd-bill/702087ed-f266-4d52-a35c-7d6b7d7ac0eb	Enact the Child Care Fraud Prevention Act	Enact the Child Care Fraud Prevention Act	2	ocd-person/1e52d1da-3e5c-442e-a460-d63b62709edf	Josh Williams	primary	direct
2026-01-01..2026-04-30	20260527LUPA1511478	Groundwork Ohio	org-groundwork-ohio	Jimmy Wolf	person-jimmy-wolf	bill_referenced	SB 177	SB 177	bill	ocd-bill/0bf0d724-d80a-47b2-926b-46c1030491f0	Create Workforce Investment Now (WIN) for Child Care pilot	Create Workforce Investment Now (WIN) for Child Care pilot	2	ocd-person/c3b1dc5e-4913-4e2f-b2a8-4db5b3faa1bd	Jane M. Timken	primary	direct
2026-01-01..2026-04-30	20260527LUPA1511478	Groundwork Ohio	org-groundwork-ohio	Jimmy Wolf	person-jimmy-wolf	bill_referenced	SB 177	SB 177	bill	ocd-bill/0bf0d724-d80a-47b2-926b-46c1030491f0	Create Workforce Investment Now (WIN) for Child Care pilot	Create Workforce Investment Now (WIN) for Child Care pilot	2	ocd-person/5a9b2a16-6827-4e00-961a-f3de39538749	Louis W. Blessing, III	primary	direct
2026-01-01..2026-04-30	20260527LUPA1511478	Groundwork Ohio	org-groundwork-ohio	Jimmy Wolf	person-jimmy-wolf	bill_referenced	SB 218	SB 218	bill	ocd-bill/bcb65153-e985-4e1b-8da8-c85bdacba3e6	Exempt armed forces-certified child care provider from licensure	Exempt armed forces-certified child care provider from licensure	1	ocd-person/936e5d50-e145-494b-a397-f56570530816	Kristina D. Roegner	primary	direct
2026-01-01..2026-04-30	20260527LUPA1511478	Groundwork Ohio	org-groundwork-ohio	Jimmy Wolf	person-jimmy-wolf	bill_referenced	SB 396	SB 396	bill	ocd-bill/53ed8cfa-94fc-4b00-91a9-17080c4cdcb0	Establish family and medical leave insurance benefits	Establish family and medical leave insurance benefits	2	ocd-person/2d01ff0c-25a8-49a2-b571-ab3a7866fcf2	Beth Liston	primary	direct
2026-01-01..2026-04-30	20260527LUPA1511478	Groundwork Ohio	org-groundwork-ohio	Jimmy Wolf	person-jimmy-wolf	bill_referenced	SB 396	SB 396	bill	ocd-bill/53ed8cfa-94fc-4b00-91a9-17080c4cdcb0	Establish family and medical leave insurance benefits	Establish family and medical leave insurance benefits	2	ocd-person/5a9b2a16-6827-4e00-961a-f3de39538749	Louis W. Blessing, III	primary	direct
2026-01-01..2026-04-30	20260528EUPA1504716	AARP	org-aarp	Graciana Flajnik	person-graciana-flajnik	bill_referenced	HB 648	HB 648	bill	ocd-bill/27fe50f3-0c7d-4c18-ad3a-46d2830722b6	Regulate digital asset kiosks; register as money transmitters	Crypto kiosk legislation (HB 648) — Governor	2	ocd-person/fb957ddc-f41c-400d-ae32-47f7e729555b	Melanie Miller	primary	direct
2026-01-01..2026-04-30	20260528EUPA1504716	AARP	org-aarp	Graciana Flajnik	person-graciana-flajnik	bill_referenced	HB 648	HB 648	bill	ocd-bill/27fe50f3-0c7d-4c18-ad3a-46d2830722b6	Regulate digital asset kiosks; register as money transmitters	Crypto kiosk legislation (HB 648) — Governor	2	ocd-person/7ab0cf86-d569-4a6e-8677-8cd7721a9475	Matthew Kishman	primary	direct
2026-01-01..2026-04-30	20260528EUPA1504716	AARP	org-aarp	Graciana Flajnik	person-graciana-flajnik	bill_referenced	HB 648	HB 648	bill	ocd-bill/27fe50f3-0c7d-4c18-ad3a-46d2830722b6	Regulate digital asset kiosks; register as money transmitters	Crypto kiosk legislation (HB 648) — Commerce	2	ocd-person/fb957ddc-f41c-400d-ae32-47f7e729555b	Melanie Miller	primary	direct
2026-01-01..2026-04-30	20260528EUPA1504716	AARP	org-aarp	Graciana Flajnik	person-graciana-flajnik	bill_referenced	HB 648	HB 648	bill	ocd-bill/27fe50f3-0c7d-4c18-ad3a-46d2830722b6	Regulate digital asset kiosks; register as money transmitters	Crypto kiosk legislation (HB 648) — Commerce	2	ocd-person/7ab0cf86-d569-4a6e-8677-8cd7721a9475	Matthew Kishman	primary	direct
2026-01-01..2026-04-30	20260528EUPA1514168	Marburn Academy	org-marburn-academy	Lauren Strope	person-lauren-strope	subject_general	Education and Workforce	Education and Workforce	subject			JPSNS, Autism Scholarship	0				subject_only
2026-01-01..2026-04-30	20260528LUPA1495460	Stonehenge Capital Company, LLC	org-stonehenge-capital-company-llc	Thomas Niehaus	person-thomas-niehaus	bill_referenced	SB 110	SB 110	bill	ocd-bill/608cb102-9c2b-4ec8-a2ec-81a8b3fcdcb3	Modify tax credits under the rural business growth program	Modify tax credits under the rural business growth program	2	ocd-person/eb5ff860-2126-4ac5-8267-9d2d924c3967	Brian M. Chavez	primary	direct
2026-01-01..2026-04-30	20260528LUPA1495460	Stonehenge Capital Company, LLC	org-stonehenge-capital-company-llc	Thomas Niehaus	person-thomas-niehaus	bill_referenced	SB 110	SB 110	bill	ocd-bill/608cb102-9c2b-4ec8-a2ec-81a8b3fcdcb3	Modify tax credits under the rural business growth program	Modify tax credits under the rural business growth program	2	ocd-person/b27fdceb-e9c1-46b8-9fc2-323c3f6f784c	Jerry C. Cirino	primary	direct
2026-01-01..2026-04-30	20260528LUPA1513848	Ohio Society of Anesthesiologists	org-ohio-society-of-anesthesiologists	Nathanael Jonhenry	person-nathanael-jonhenry	bill_referenced	HB 52	HB 52	bill	ocd-bill/2bf63244-b0d9-43e1-8131-d49cf32b1842	Revise the practice of certified registered nurse anesthetists	Revise the practice of certified registered nurse anesthetists	1	ocd-person/97821235-4116-44d1-b58b-acf822bbdc58	Kellie Deeter	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514356	PACE Association of Ohio	org-pace-association-of-ohio	Eli Faes	person-eli-faes	bill_referenced	HB 279	HB 279	bill	ocd-bill/1af811d4-b33d-45a3-9604-5a177158a36d	Authorize an income tax credit for family caregiving expenses	Authorize an income tax credit for family caregiving expenses	2	ocd-person/1e52d1da-3e5c-442e-a460-d63b62709edf	Josh Williams	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514356	PACE Association of Ohio	org-pace-association-of-ohio	Eli Faes	person-eli-faes	bill_referenced	HB 279	HB 279	bill	ocd-bill/1af811d4-b33d-45a3-9604-5a177158a36d	Authorize an income tax credit for family caregiving expenses	Authorize an income tax credit for family caregiving expenses	2	ocd-person/b04e2962-e7c6-46b8-9a99-d7a6d3a32717	Adam Mathews	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514356	PACE Association of Ohio	org-pace-association-of-ohio	Eli Faes	person-eli-faes	bill_referenced	HB 750	HB 750	bill	ocd-bill/c180528e-0541-4098-81eb-f8eec4c79e52	Regards PACE program site expansion	Regards PACE program site expansion	2	ocd-person/07c054e9-9a51-41b2-994a-8f63b0148d07	Andrea White	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514356	PACE Association of Ohio	org-pace-association-of-ohio	Eli Faes	person-eli-faes	bill_referenced	HB 750	HB 750	bill	ocd-bill/c180528e-0541-4098-81eb-f8eec4c79e52	Regards PACE program site expansion	Regards PACE program site expansion	2	ocd-person/4cece9f3-e252-438b-8255-a2150a4ed599	Bill Roemer	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514356	PACE Association of Ohio	org-pace-association-of-ohio	Eli Faes	person-eli-faes	bill_referenced	JC 173-50-01 / 173-50-02 / 173-50-03 / 173-50-04 / 173-50-05	JC 173-50-01 / 173-50-02 / 173-50-03 / 173-50-04 / 173-50-05	jcarr			PACE administrative code rules: 173-50-01 PACE: introduction and definitions; 173-50-02 PACE: participant eligibility; 173-50-03 PACE: application, assessment, enrollment, reassessment, and continued enrollment; 173-50-04 PACE: voluntary disenrollment; 173-50-05 PACE: involuntary disenrollment.	0				oac_dropped
2026-01-01..2026-04-30	20260528LUPA1514598	Ohio Farm Bureau Federation, Inc.	org-ohio-farm-bureau-federation-inc	Bradley Bales	person-bradley-bales	bill_referenced	HB 1	HB 1	bill	ocd-bill/5d465c11-0107-45e7-a22a-68dd6295898d	Enact Ohio Property Protection Act	Enact Ohio Property Protection Act	2	ocd-person/73e72147-0d40-4478-bbf6-3419f0e00b46	Roy Klopfenstein	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514598	Ohio Farm Bureau Federation, Inc.	org-ohio-farm-bureau-federation-inc	Bradley Bales	person-bradley-bales	bill_referenced	HB 1	HB 1	bill	ocd-bill/5d465c11-0107-45e7-a22a-68dd6295898d	Enact Ohio Property Protection Act	Enact Ohio Property Protection Act	2	ocd-person/4ed8184a-01ff-4bdc-a06c-cbf8b4c73fd6	Angela N. King	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514598	Ohio Farm Bureau Federation, Inc.	org-ohio-farm-bureau-federation-inc	Bradley Bales	person-bradley-bales	bill_referenced	HB 10	HB 10	bill	ocd-bill/a2ff0a3d-83b4-4ed5-bdc5-44ab40e5f0ba	Regulate imitation meat and egg products	Regulate imitation meat and egg products	2	ocd-person/9c459852-5ff7-4607-a09a-6ee2480dece1	Jack K. Daniels	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514598	Ohio Farm Bureau Federation, Inc.	org-ohio-farm-bureau-federation-inc	Bradley Bales	person-bradley-bales	bill_referenced	HB 10	HB 10	bill	ocd-bill/a2ff0a3d-83b4-4ed5-bdc5-44ab40e5f0ba	Regulate imitation meat and egg products	Regulate imitation meat and egg products	2	ocd-person/73e72147-0d40-4478-bbf6-3419f0e00b46	Roy Klopfenstein	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514598	Ohio Farm Bureau Federation, Inc.	org-ohio-farm-bureau-federation-inc	Bradley Bales	person-bradley-bales	bill_referenced	HB 15	HB 15	bill	ocd-bill/dde5117e-486e-42d3-913a-4a88cb7c7af7	Amend competitive retail electric service law	Amend competitive retail electric service law	1	ocd-person/73e72147-0d40-4478-bbf6-3419f0e00b46	Roy Klopfenstein	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514598	Ohio Farm Bureau Federation, Inc.	org-ohio-farm-bureau-federation-inc	Bradley Bales	person-bradley-bales	bill_referenced	HB 54	HB 54	bill	ocd-bill/03729a21-e915-43b7-a8c6-758bf3753c6c	Make appropriations for transportation for FY 2026-27 biennium	Make appropriations for transportation for FY 2026-27 biennium	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514598	Ohio Farm Bureau Federation, Inc.	org-ohio-farm-bureau-federation-inc	Bradley Bales	person-bradley-bales	bill_referenced	HB 65	HB 65	bill	ocd-bill/39d0ffde-5aa2-4281-a5e0-3e08a1768ca4	Enact the Agriculture Appreciation Act	Enact the Agriculture Appreciation Act	2	ocd-person/cdc9f705-514e-4445-ac17-9aeac8f67e97	Bob Peterson	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514598	Ohio Farm Bureau Federation, Inc.	org-ohio-farm-bureau-federation-inc	Bradley Bales	person-bradley-bales	bill_referenced	HB 65	HB 65	bill	ocd-bill/39d0ffde-5aa2-4281-a5e0-3e08a1768ca4	Enact the Agriculture Appreciation Act	Enact the Agriculture Appreciation Act	2	ocd-person/73e72147-0d40-4478-bbf6-3419f0e00b46	Roy Klopfenstein	primary	direct
2026-01-01..2026-04-30	20260528LUPA1514598	Ohio Farm Bureau Federation, Inc.	org-ohio-farm-bureau-federation-inc	Bradley Bales	person-bradley-bales	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
